player_register_id,direction,gap_years,kbo_season,mlb_season,player,kbo_rel_bb_pct,mlb_rel_bb_pct,kbo_rel_era,mlb_rel_era,kbo_rel_h_pct,mlb_rel_h_pct,kbo_rel_hr_pct,mlb_rel_hr_pct,kbo_rel_k_pct,mlb_rel_k_pct,kbo_age,mlb_age,kbo_batters_faced,mlb_batters_faced,cohort,first_kbo,first_mlb,n_kbo,n_mlb
parson000wes,mlb_to_kbo,2,2021,2019,Wes Parsons,1.039151874115359,2.1674856692907074,0.8385933599014355,1.2130842663147587,0.8430059821404682,0.9043079954722056,0.7553272689720818,1.0519536919363208,1.4106949202902148,0.7212984985894388,28,26,577.0,314.0,import_returnee,2021,2019,2.0,1.0
pino--001yoh,mlb_to_kbo,2,2016,2014,Yohan Pino,0.8421104942981341,0.7118861206029039,1.3836337042807072,1.3573682776448288,1.284472987745239,1.1311841483630916,0.813604798536997,1.3624521753945416,0.7120816502437245,0.9520353366298896,32,30,191.0,258.0,import_returnee,2016,2014,1.0,1.0
plutko001ada,mlb_to_kbo,1,2022,2021,Adam Plutko,0.669810262935759,1.2189006994465508,0.5886889496658686,1.5758421871597457,0.848557420543135,1.1737859564857245,1.041186993731574,2.0392328398384927,1.2367906371309794,0.7443947715519948,30,29,644.0,255.0,import_returnee,2022,2018,2.0,3.0
procto001sco,mlb_to_kbo,1,2012,2011,Scott Proctor,1.0049891242994562,1.902392088034988,0.4681766988609036,1.81452725118895,0.8388308380120606,1.0902322325015799,0.0,2.2271059028233173,1.2201430994942037,0.7749620316418373,35,34,229.0,402.0,import_returnee,2012,2005,1.0,5.0
raley-001bro,kbo_to_mlb,1,2019,2020,Brooks Raley*,0.962543448497641,0.7797814463933965,0.9311512900374987,1.1138736143842194,1.0218377246110797,0.7128329689102596,0.6935394988492333,1.0309089781746033,1.026105964112946,1.3715468094077103,31,32,791.0,168.0,posted_from_kbo,2015,2020,5.0,5.0
ranaud001ant,mlb_to_kbo,1,2017,2016,Anthony Ranaudo,1.3982792527040315,1.620339482980203,1.3677663242167615,2.2664411499765285,1.1381372033668422,1.0409174901733735,1.6644507755618867,2.178937800285677,0.6548410956887772,0.5644377894229329,27,26,243.0,302.0,import_returnee,2017,2014,1.0,2.0
reddin001tim,mlb_to_kbo,1,2010,2009,Tim Redding,0.7393409114778997,1.0720245258151393,1.1115057649823188,1.1828083546379817,1.1233377419417998,0.9988419306698877,0.5492440747342708,1.2721414404714684,0.735322494359547,0.8062252502441839,32,31,153.0,525.0,import_returnee,2010,2001,1.0,8.0
reyes-015jos,mlb_to_kbo,2,2013,2011,Jo-Jo Reyes*,1.2505205320109585,0.9236716252509469,1.1204779888658312,1.4145089138970732,0.9014588303547116,1.2033714651162526,1.1236396584003285,1.3332313169503933,1.0366062975762567,0.7290204447426332,28,26,751.0,1282.0,import_returnee,2013,2007,2.0,3.0
rodrig001ane,mlb_to_kbo,2,2013,2011,Aneury Rodríguez,1.2434011909707796,1.0696901748615302,1.0179286155412763,1.340074446984027,0.8485607013588887,0.9858181211286644,1.3555877645922036,1.4337097127561784,1.065316113522813,0.9316056046201845,25,23,249.0,369.0,import_returnee,2013,2011,1.0,1.0
rodrig004elv,mlb_to_kbo,1,2026,2025,Elvin Rodríguez,0.9119266786159022,0.9251302280888081,0.9033384056863162,2.2046949894691585,0.9698601528844518,1.316589986767873,1.403430081253412,3.237628318584071,1.319385256742123,0.9001156353795055,28,27,631.0,180.0,import_returnee,2026,2025,1.0,1.0
rogers001esm,mlb_to_kbo,1,2015,2014,Esmil Rogers,0.7297142974721963,1.1040779791245887,0.6101083032490974,1.5295891132154802,0.8609930924839647,1.0945301165529464,0.2537338794784195,1.7401616893653056,1.0899039852891839,1.0700500140022282,29,28,296.0,404.0,import_returnee,2015,2010,3.0,6.0
rogers001esm,kbo_to_mlb,0,2015,2015,Esmil Rogers,0.7297142974721963,1.1939573716693859,0.6101083032490974,1.5860460436607224,0.8609930924839647,1.1686577511037348,0.2537338794784195,1.2224312553839354,1.0899039852891839,0.9935820435457561,29,29,296.0,153.0,import_returnee,2015,2010,3.0,6.0
rogers001esm,mlb_to_kbo,1,2016,2015,Esmil Rogers,0.804215522054718,1.1939573716693859,0.8318391610662773,1.5860460436607224,1.0387139423076923,1.1686577511037348,0.728430546190155,1.2224312553839354,0.8870060556296829,0.9935820435457561,30,29,160.0,153.0,import_returnee,2015,2010,3.0,6.0
rucins000dre,mlb_to_kbo,1,2019,2018,Drew Rucinski,0.7210719572613602,0.9963417622795412,0.7310803217038199,1.0448915271005583,0.9494050106176557,0.9965099262724695,0.9756041951664386,0.430510760501808,0.9437788576899306,0.7877165303209422,30,29,731.0,154.0,import_returnee,2019,2018,4.0,1.0
ryu---000hye,kbo_to_mlb,1,2012,2013,Hyun Jin Ryu*,0.6868142880089834,0.7902540495083362,0.6962070219955441,0.7769294202098943,0.9311867458154923,1.020876567209523,1.0773443211271347,0.7598430277816822,1.7378474604512577,0.9904853650840368,25,26,734.0,783.0,posted_from_kbo,2006,2013,10.0,8.0
ryu---000hye,mlb_to_kbo,1,2024,2023,Hyun Jin Ryu*,0.5286096110838379,0.7273847904418737,0.7877996195307546,0.8001956196065322,1.1019729659917417,1.066635359058043,0.7037879889635621,1.2605718667835235,1.0516839267927236,0.7464074892199071,37,36,679.0,224.0,posted_from_kbo,2006,2013,10.0,8.0
sampso000adr,mlb_to_kbo,1,2020,2019,Adrian Sampson,0.6503919930085543,0.750329454451588,1.1353454653055186,1.3101801701028701,1.1834981289246602,1.2293689734183648,0.986112389171444,1.4178641679650883,0.8475334726414365,0.7813656436762353,28,27,590.0,563.0,import_returnee,2020,2019,1.0,2.0
sampso000adr,kbo_to_mlb,2,2020,2022,Adrian Sampson,0.6503919930085543,0.7732167767485847,1.1353454653055186,0.7837923489479007,1.1834981289246602,1.0828469314633893,0.986112389171444,0.8156378527074131,0.8475334726414365,0.7608283160257977,28,30,590.0,428.0,import_returnee,2020,2019,1.0,2.0
sampso001key,mlb_to_kbo,2,2018,2016,Keyvius Sampson,1.3834930719737935,1.7569478915186933,0.9040555635958967,1.0395130698146071,0.8069094180259945,0.9289511880388853,0.7836177203459304,1.5750938673341677,1.47678749009804,1.0578204670568085,27,25,703.0,188.0,import_returnee,2018,2015,1.0,2.0
saupol000war,mlb_to_kbo,1,2019,2018,Warwick Saupold,0.7808942233452656,0.9711179201965148,0.8425795735407976,1.0753252608996038,0.997868691564647,1.1712516147588183,0.5418170307059196,1.2588352617204763,0.9662497828730241,0.45497738647698116,29,28,810.0,158.0,import_returnee,2019,2017,2.0,2.0
seabol000con,mlb_to_kbo,1,2024,2023,Connor Seabold,0.6562017019533359,0.7986970247989202,0.6993411144578313,1.739051090854807,0.837123563618857,1.2816987222421474,1.2613515503558863,1.4610549741368941,1.2605637119063404,0.7225286118558027,28,27,663.0,408.0,import_returnee,2024,2023,1.0,2.0
seabol000con,kbo_to_mlb,2,2024,2026,Connor Seabold,0.6562017019533359,1.0732430524356589,0.6993411144578313,1.256352044692215,0.837123563618857,1.2035785917871846,1.2613515503558863,0.573335847633415,1.2605637119063404,0.7874847833406718,28,30,663.0,230.0,import_returnee,2024,2023,1.0,2.0
seo---002jae,mlb_to_kbo,1,2008,2007,Jae Weong Seo,0.7855167604288635,0.7568397168015183,0.9927181743845317,1.8231279574003343,1.1155408607875452,1.420469028256019,1.2219527908516616,1.687783486369878,0.8793268715512984,0.6615969791323223,31,30,346.0,248.0,import_returnee,2008,2003,8.0,5.0
smith-002tra,mlb_to_kbo,1,2003,2002,Travis Smith,1.0168816469915312,0.9415432398996574,0.984730961481917,1.6778643508373239,1.0158856347508443,1.2195478505769073,0.5263107036177039,1.511792001918347,0.8364584252550921,0.7795788482084391,30,29,662.0,244.0,import_returnee,2003,2002,1.0,2.0
smith-002tra,kbo_to_mlb,1,2003,2004,Travis Smith,1.0168816469915312,0.7748284223071549,0.984730961481917,1.3907664695607584,1.0158856347508443,1.129263435305392,0.5263107036177039,2.3058643673943617,0.8364584252550921,0.8556431793110189,30,31,662.0,180.0,import_returnee,2003,2002,1.0,2.0
sosa--001hen,mlb_to_kbo,1,2012,2011,Henry Sosa,0.6961034488225875,1.228146714563015,0.9271092670984737,1.3293538514081547,0.9967669070885682,1.0245351213482379,0.9659251608802732,1.2331908718112585,1.0288531389871816,0.8835885949664656,26,25,614.0,231.0,import_returnee,2012,2011,8.0,1.0
strail001dan,mlb_to_kbo,1,2020,2019,Dan Straily,0.6996387483779278,1.093877191953551,0.5249028692337158,2.184601968774631,0.7964230351474759,1.3723879682345006,0.5348467637535869,2.5659943869689634,1.5164303246495028,0.6090364278344007,31,30,777.0,236.0,import_returnee,2020,2012,4.0,7.0
suarez001alb,kbo_to_mlb,1,2023,2024,Albert Suárez,0.7308481515478907,0.9301024258184907,0.9458614273319326,0.9094286786621718,1.1676791179094006,1.054150012033336,0.38114442968305184,1.0067148228871337,1.0361623492607257,0.8465472505193585,33,34,479.0,565.0,import_returnee,2022,2016,2.0,3.0
sulser000bea,mlb_to_kbo,1,2023,2022,Beau Sulser,0.6930242794513795,1.1142652540349975,1.356594627462792,0.9153992732115408,1.2948545243111924,1.1124116091601095,1.6522007404360346,1.0578575786629478,0.8932158466349274,0.856102928728627,29,28,221.0,198.0,import_returnee,2023,2022,1.0,1.0
surkam001eri,kbo_to_mlb,0,2016,2016,Eric Surkamp*,0.9396332560089489,1.304085406225945,1.221297908070874,1.669635329920013,1.1014345190891583,1.2189537162845272,1.0012791012923092,1.3361202348959886,1.0973270791295047,0.5287823847893354,28,28,194.0,197.0,unknown,2016,2016,1.0,1.0
swarza001ant,mlb_to_kbo,1,2015,2014,Anthony Swarzak,0.7825921451151091,0.9717810535214244,1.0799577734624457,1.232339371085661,1.0921745009848018,1.1698152568449478,0.8163611774523062,0.5812047970433064,0.9351060279582561,0.6108137826441291,29,28,414.0,378.0,import_returnee,2015,2009,1.0,7.0
swarza001ant,kbo_to_mlb,2,2015,2017,Anthony Swarzak,0.7825921451151091,0.8499439242047903,1.0799577734624457,0.5349890092493803,1.0921745009848018,0.8401992159419661,0.8163611774523062,0.601016858442601,0.9351060279582561,1.3876334895608053,29,31,414.0,606.0,import_returnee,2015,2009,1.0,7.0
talbot001mit,mlb_to_kbo,1,2012,2011,Mitch Talbot,1.0133476444134926,1.1551043986903564,1.0385010411096407,1.6883534812682524,1.0403212654924983,1.3192174639433834,0.9027063147343801,1.3610467815977099,0.7072687740218784,0.6467103287925654,28,27,584.0,299.0,import_returnee,2012,2010,2.0,2.0
teafor001eve,mlb_to_kbo,2,2014,2012,Everett Teaford*,1.1809666895604396,0.9998169817656452,1.0048370882723276,1.24521707593434,0.9174942806261632,1.1321214810049998,0.7805356433583628,1.5612695951579865,1.1187077256033766,0.6728851179922251,30,28,455.0,263.0,import_returnee,2014,2011,1.0,2.0
thomas001bra,kbo_to_mlb,1,2009,2010,Brad Thomas*,0.9614293752224787,1.1109017503859535,0.6004475339291625,0.9562584646789801,0.892306685687717,1.0936539876752114,0.35710233936834923,0.5240903239746616,1.6643161341940358,0.5285435487586241,31,32,203.0,307.0,posted_from_kbo,2008,2010,2.0,1.0
thomps000jak,mlb_to_kbo,2,2019,2017,Jake Thompson,1.009020625670849,1.2263476620669116,1.137840968779456,0.8929312960133542,0.855869493676837,1.0450753794352041,0.8218572937674061,1.300772200772201,1.3028086960085719,0.7700603431079194,25,23,267.0,210.0,import_returnee,2019,2016,1.0,2.0
turner002jac,mlb_to_kbo,2,2019,2017,Jacob Turner,0.9515097679417103,1.0328863998691904,1.3105409419064562,1.1669161979524945,1.0609132355871218,1.1102389030941051,0.9219995690583925,1.4282988871224165,0.9824892750221507,0.625107807934664,28,26,714.0,170.0,import_returnee,2019,2012,1.0,4.0
valdez001lui,mlb_to_kbo,2,2014,2012,Jairo Asencio,0.7125848074737141,1.35947903615862,0.7770162656726534,1.2252403314006342,0.9411334247324733,0.9758126076191834,0.9531500744177539,1.0665296195494818,1.620043924317933,0.8378930277431347,31,29,207.0,350.0,import_returnee,2014,2012,1.0,1.0
velasq001vin,mlb_to_kbo,2,2025,2023,Vince Velasquez,1.1711051002481803,1.0057666238208622,1.9098578826461081,0.8916465475615644,1.2215804444048362,0.9739600762887326,1.9589980408620207,0.7746724229341816,0.8465771649733913,1.0049098880205636,33,31,168.0,162.0,import_returnee,2025,2015,1.0,9.0
venezi000ant,mlb_to_kbo,1,2026,2025,Anthony Veneziano*,0.9166479238656062,1.118289286700757,1.312951854989279,1.127334037948563,1.1274195829398588,1.090666261227824,1.5870329413457043,1.1068814764389987,0.9394030033899345,0.9616620036105827,28,27,372.0,234.0,import_returnee,2026,2025,1.0,1.0
verret000log,mlb_to_kbo,2,2018,2016,Logan Verrett,1.0406431059130432,1.2956729387919281,1.0215179800129262,1.244232485860393,1.0045746091537806,1.0753868432962466,1.114208509832845,1.2966289964261566,1.0983627301271384,0.7697300231785644,28,26,698.0,406.0,import_returnee,2018,2015,1.0,2.0
villan001car,mlb_to_kbo,1,2017,2016,Carlos Villanueva,0.6278607490449774,0.5335510384766586,0.840991456106252,1.4249560383281314,0.9256049818766472,1.2105304733852513,0.9571166360754212,1.7424714434060227,0.8382858897707897,0.8997986290021867,33,32,461.0,321.0,import_returnee,2017,2006,1.0,11.0
volsta001chr,mlb_to_kbo,2,2014,2012,Chris Volstad,0.9508165575681492,1.0619827413156457,1.190829525935101,1.5737368328469223,1.124862906653865,1.1831845075441219,0.7699592796272197,1.1780208815536684,0.4673854945418985,0.6083457846125256,27,25,410.0,507.0,import_returnee,2014,2008,1.0,6.0
wang--002wei,kbo_to_mlb,1,2018,2019,Wei-Chung Wang*,0.8007373712854394,1.273491981048109,0.8228931523543043,0.8397797890719683,1.0825032433086532,0.9286244168620832,0.8430542437542826,0.8535231505633197,0.9349477873521249,0.6077488243928904,26,27,615.0,258.0,posted_from_kbo,2018,2019,1.0,1.0
webste001car,mlb_to_kbo,2,2016,2014,Allen Webster,1.5506924938080717,1.4182750510853221,1.103260859160673,1.347218465000426,0.8766289095519865,0.9902328066049667,1.195373204004357,0.5089469033568412,1.0735047647620777,0.6828188576539316,26,24,325.0,259.0,import_returnee,2016,2014,1.0,1.0
white-000mit,mlb_to_kbo,1,2025,2024,Mitch White,0.8557541420556098,1.444313386392561,0.6670025015584142,1.7743756985216612,0.8624226594707877,1.0828995578160634,0.7529245139256165,1.216671390227231,1.2382320811532521,0.5233913766889469,30,29,562.0,220.0,import_returnee,2025,2021,1.0,3.0
wilson005phi,mlb_to_kbo,2,2018,2016,Tyler Wilson,0.6253944817459755,0.7091920635652482,0.593629388514299,1.2591339722091826,0.9033488217406397,1.160067063323922,0.5173495971514624,1.192100028417164,1.1513457573242485,0.6290466775573614,28,26,689.0,414.0,import_returnee,2018,2016,3.0,1.0
wolf--001ros,mlb_to_kbo,1,2014,2013,Ross Wolf,0.7815220739738203,0.9150679100340541,0.930800734920366,1.0757484279829308,0.9611844844655042,1.2306123168034526,1.0840772824421705,0.958062948072556,0.6745149522020358,0.5109025302113313,31,30,364.0,207.0,import_returnee,2014,2013,1.0,1.0
wright000den,mlb_to_kbo,1,2020,2019,Mike Wright Jr.,0.9648415700881211,0.9579035892431839,0.984126090433959,1.7749890996293876,0.9852302202039896,1.3280101260038257,0.7165102335112707,1.1235151675782473,1.032263073181826,0.8888843349964043,30,29,696.0,294.0,import_returnee,2020,2015,1.0,4.0
yang--000hye,kbo_to_mlb,1,2020,2021,Hyeon-jong Yang*,0.914462379207738,1.1511839939217425,0.9882117202852677,1.3160335246765351,1.0088736839334649,1.2087738071117415,0.7241939893666196,1.7206027086137283,1.1479872358310788,0.6740790722505635,32,33,746.0,160.0,posted_from_kbo,2007,2021,19.0,1.0
yang--000hye,mlb_to_kbo,1,2022,2021,Hyeon-jong Yang*,0.7638977993387915,1.1511839939217425,0.9487006903935322,1.3160335246765351,1.0002698939549115,1.2087738071117415,0.9718751356749012,1.7206027086137283,1.0144393490388273,0.6740790722505635,34,33,743.0,160.0,posted_from_kbo,2007,2021,19.0,1.0
