player_register_id,direction,gap_years,kbo_season,mlb_season,player,kbo_rel_bb_pct,mlb_rel_bb_pct,kbo_rel_era,mlb_rel_era,kbo_rel_h_pct,mlb_rel_h_pct,kbo_rel_hr_pct,mlb_rel_hr_pct,kbo_rel_k_pct,mlb_rel_k_pct,kbo_age,mlb_age,kbo_batters_faced,mlb_batters_faced,cohort,first_kbo,first_mlb,n_kbo,n_mlb
blackl001tra,kbo_to_mlb,1,2011,2012,Travis Blackley*,1.1804826123078749,0.9024517072650867,0.8414015742319271,1.0222980474070307,0.9557862366595735,0.9664579707016052,1.2652478907953362,0.8407328082034202,1.2304803928516344,0.8085446466067451,28,29,548.0,888.0,posted_from_kbo,2011,2012,1.0,2.0
bonill001lis,mlb_to_kbo,1,2018,2017,Lisalverto Bonilla,1.0314019099220195,1.497284936244485,1.0253266224030844,1.8617617521878436,1.0110138051155153,1.0718098658858721,0.9911072371928464,1.4116907605279698,1.0690495256163206,0.7521519630356422,28,27,752.0,172.0,import_returnee,2018,2017,1.0,1.0
boushl000cal,mlb_to_kbo,1,2026,2025,Caleb Boushley,0.596419707925616,0.8628157567667639,0.6800138744615474,1.4508588949929733,1.0858668051342777,1.2751349812060309,0.4720492437478161,0.8387638131046815,1.073839078501927,0.9560813743668323,32,31,268.0,193.0,import_returnee,2026,2025,1.0,1.0
bowie-001mic,kbo_to_mlb,2,2005,2007,Micah Bowie*,1.3616281281417277,1.2771670221025622,1.4634230574880065,1.0202660662146352,1.0566674297832348,0.930069006596203,1.642364622598143,1.0740440367808313,1.0446968303437691,0.9923954686984834,30,32,298.0,248.0,import_returnee,2005,1999,1.0,2.0
brooks000aar,mlb_to_kbo,1,2020,2019,Aaron Brooks,0.43655435253133906,0.8277320434020459,0.5251597967272222,1.2561461320454126,0.9347097993561034,1.0861780293126349,0.2836695805027557,1.1992708583381912,1.2750738957200223,0.7409828336131852,30,29,586.0,964.0,import_returnee,2020,2015,2.0,2.0
bush--002dav,mlb_to_kbo,1,2012,2011,Dave Bush,0.9543094961746709,0.6687577316858324,1.1582314755724292,1.4702531075481895,1.0038790797217763,1.2408944458364368,1.4808440668676348,1.4709144133652359,0.7678049975749738,0.7442146805733721,32,31,356.0,166.0,import_returnee,2012,2004,1.0,8.0
butler001edw,mlb_to_kbo,1,2019,2018,Eddie Butler,1.0060600423466612,0.9835681499426239,1.1439256798424475,1.3555126561596664,1.0125163641964217,1.1679939615727115,1.0096743747050496,1.599309711162418,0.8714031784192303,0.5714655660190592,28,27,326.0,456.0,import_returnee,2019,2015,1.0,4.0
cabrer001jos,mlb_to_kbo,2,2004,2002,José Cabrera,1.1728238191779143,0.8724172805146193,1.0825203263727854,1.5905096727067085,0.9450862888521461,1.191880006599409,0.7542981184046115,1.7899106993176717,1.1848679695095394,0.7649823033184605,32,30,454.0,474.0,import_returnee,2004,2000,2.0,3.0
callaw001mic,mlb_to_kbo,2,2005,2003,Mickey Callaway,0.7177450156596135,0.996963972772376,0.9415017936293897,1.5196114338080016,1.0624131973849125,1.2584302601591344,0.8919617472215042,0.8873097428434636,0.7414429455829553,0.8785850880093065,30,28,848.0,568.0,import_returnee,2005,2003,3.0,1.0
carlyl001ear,kbo_to_mlb,1,2006,2007,Buddy Carlyle,0.591813501507779,0.8125378777782534,0.9060197695918076,1.1687740176294845,0.9413785433606011,1.062057548028155,0.8053065539112051,1.564902752415361,1.4440545439467354,0.9385921274765289,28,29,215.0,462.0,import_returnee,2006,1999,1.0,3.0
