key_mlbam,season,batters_faced,SO,BB,HR,H,ER,R,G,GS,SV,W,L,age,IP
547942,2021,452,80,39,12,98,41,46,27,21,1,7,7,32,106.2
547943,2013,783,154,49,15,182,64,67,30,30,0,14,8,26,192.0
547943,2014,631,139,29,8,152,57,60,26,26,0,14,7,27,152.0
547943,2016,24,4,2,1,8,6,6,1,1,0,0,1,29,4.2
547943,2017,541,116,45,22,128,53,58,25,24,1,5,9,30,126.2
547943,2018,324,89,15,9,68,18,23,15,15,0,7,3,31,82.1
547943,2019,723,163,24,17,160,47,53,29,29,0,14,5,32,182.2
547943,2020,275,72,17,6,60,20,22,12,12,0,5,2,33,67.0
547943,2021,701,143,37,24,170,82,85,31,31,0,14,10,34,169.0
547943,2022,113,16,4,5,32,17,17,6,6,0,2,0,35,27.0
547943,2023,224,38,14,9,53,20,25,11,11,0,3,3,36,52.0
548337,2015,380,78,30,12,68,38,40,36,8,2,2,4,25,95.1
548337,2016,406,66,43,16,100,53,55,35,12,0,3,8,26,91.2
548337,2017,47,9,3,3,11,5,6,4,0,0,2,0,27,10.2
548384,2012,116,16,11,7,33,22,23,5,5,0,1,2,24,24.1
548384,2013,61,14,8,2,11,8,9,9,0,0,0,0,25,14.0
548384,2020,168,54,12,6,26,22,24,42,0,2,0,2,32,40.0
548384,2021,205,65,16,6,43,26,30,58,0,2,2,3,33,49.0
548384,2022,219,61,15,3,37,16,19,60,0,6,1,2,34,53.2
548384,2023,236,61,25,4,44,17,19,66,0,3,1,2,35,54.2
548384,2024,25,9,3,0,2,0,0,8,0,0,1,0,36,7.0
548384,2025,99,25,6,0,14,7,7,30,0,0,3,1,37,25.2
548384,2026,432,102,36,12,86,34,40,118,0,2,10,14,38,103.1
570240,2016,35,13,3,1,5,4,4,11,0,1,0,0,26,9.0
570240,2017,155,37,18,8,35,20,21,25,0,0,1,0,27,34.1
570240,2018,389,85,28,12,87,43,45,19,17,0,3,5,28,92.2
570240,2019,407,101,34,16,80,49,56,22,7,0,8,3,29,96.1
570240,2020,115,29,8,2,27,12,12,25,0,2,3,0,30,26.2
570240,2021,16,2,4,0,7,7,7,2,0,0,0,0,31,1.2
570810,2014,83,17,12,2,13,7,8,5,3,0,3,0,24,20.2
570810,2017,172,28,22,8,42,33,33,10,4,0,1,3,27,36.2
571035,2016,24,3,6,0,5,2,2,3,0,0,0,1,25,5.0
571035,2017,5,1,0,0,3,4,4,1,0,0,0,0,26,0.1
571035,2018,84,20,11,3,20,14,14,9,1,0,0,2,27,17.0
571437,2019,5,2,0,0,2,1,1,1,0,0,0,0,28,1.0
571527,2014,503,71,32,12,120,49,55,20,20,0,6,8,25,117.2
571527,2015,351,44,29,12,109,58,60,15,15,0,2,9,26,74.2
571527,2024,14,1,2,0,2,1,1,1,0,0,0,0,35,3.1
571577,2015,69,6,2,1,24,11,11,5,3,0,1,1,27,15.1
571577,2018,5,2,0,0,1,0,0,1,0,0,0,0,30,1.1
571602,2018,11,2,1,0,1,0,0,3,0,0,0,0,27,3.0
571602,2020,15,1,2,1,4,2,2,3,0,0,0,0,29,3.1
571616,2016,16,5,0,1,6,4,4,5,0,0,0,0,25,3.0
571616,2017,95,15,5,6,23,11,13,23,0,0,2,0,26,22.1
571616,2020,3,1,0,0,0,0,0,1,0,0,0,0,29,1.0
571616,2022,7,1,2,0,2,2,2,1,0,0,0,0,31,1.0
571616,2023,17,1,1,2,4,3,3,1,1,0,0,1,32,4.0
571676,2017,9,2,0,1,4,2,2,1,0,0,0,1,28,2.0
571676,2020,16,0,2,0,6,5,5,2,0,0,0,0,31,2.2
571676,2021,74,11,9,4,20,15,15,4,3,0,0,2,32,14.2
571735,2013,46,14,1,0,11,1,1,2,2,0,1,0,25,11.0
571735,2014,383,44,39,5,89,32,38,45,6,0,4,5,26,87.1
571735,2015,346,61,20,14,95,53,56,17,12,0,5,5,27,78.1
571735,2016,12,1,2,1,4,3,3,2,0,0,0,0,28,2.0
571735,2018,124,16,10,6,32,14,14,8,0,0,0,0,30,27.1
571735,2019,157,23,7,2,39,13,13,20,0,2,3,0,31,37.2
571735,2020,150,28,8,4,46,14,14,22,4,2,0,0,32,34.0
571735,2021,116,21,9,5,30,19,20,17,1,0,0,2,33,26.2
572102,2015,251,42,26,7,67,38,43,13,12,0,2,6,24,52.1
572102,2016,188,42,27,9,40,19,24,18,2,0,0,1,25,39.1
572143,2013,167,46,21,9,39,26,26,10,7,0,1,3,23,36.1
572143,2018,358,77,40,15,90,60,60,38,6,0,1,6,28,78.0
572143,2019,212,40,28,6,52,26,28,34,0,0,0,2,29,42.2
572143,2020,44,13,1,1,7,3,3,6,0,1,2,0,30,12.0
572143,2021,188,28,11,5,49,26,27,31,0,0,1,1,31,43.1
572143,2024,482,92,24,12,128,62,68,100,0,0,8,2,34,112.2
572143,2026,73,20,7,2,18,6,8,13,1,0,0,2,36,17.0
572403,2014,20,4,3,0,5,3,3,1,1,0,0,1,23,5.0
572403,2015,106,13,14,1,18,6,6,20,0,0,2,0,24,26.1
572403,2016,90,10,7,3,28,15,15,19,0,0,1,0,25,19.0
572403,2017,145,25,9,10,42,22,22,24,2,0,0,3,26,34.1
572403,2018,233,53,19,6,46,29,29,41,1,0,3,3,27,56.1
572403,2019,258,51,23,9,70,38,40,22,4,0,4,3,28,58.0
572403,2022,106,18,14,5,27,16,18,19,0,0,3,1,31,21.2
572403,2023,268,60,26,9,52,27,30,60,0,0,5,1,32,61.0
572750,2014,76,3,7,2,23,12,12,3,3,0,1,1,23,16.0
572750,2015,370,44,42,13,102,52,57,16,16,0,3,10,24,79.1
572750,2016,293,47,21,13,87,51,57,17,9,0,2,5,25,64.0
572750,2017,237,30,28,4,50,24,24,13,11,0,4,3,26,54.2
572750,2018,456,58,38,22,118,62,68,60,0,4,4,6,27,99.1
572947,2013,23,4,4,0,6,4,5,1,1,0,0,0,26,4.2
572947,2014,20,2,2,1,6,3,3,1,1,0,0,1,27,4.0
573131,2021,6,0,0,0,3,2,2,1,0,0,0,0,34,1.0
573131,2022,7,0,0,0,1,0,0,1,0,0,0,0,35,2.0
573185,2012,172,32,16,11,36,17,19,7,7,0,2,1,23,39.1
573185,2013,640,124,57,16,132,67,74,27,27,0,10,8,24,152.1
573185,2014,462,94,48,20,106,78,82,28,16,0,2,6,25,104.0
573185,2015,76,14,8,2,16,10,11,4,3,0,0,1,26,16.2
573185,2016,792,162,73,31,154,80,80,34,31,0,14,8,27,191.1
573185,2017,769,170,60,31,176,86,90,33,33,0,10,9,28,181.2
573185,2018,518,99,52,20,107,56,62,23,23,0,5,6,29,122.1
573185,2019,236,33,22,22,73,52,53,14,8,0,2,4,30,47.2
573244,2011,57,10,3,3,14,8,10,5,0,0,0,0,23,13.1
573244,2012,55,7,3,4,21,10,11,3,3,0,0,3,24,11.0
573244,2015,10,2,1,1,2,1,1,1,0,0,0,0,27,2.0
573244,2017,148,16,18,12,48,28,30,8,4,0,0,4,29,28.0
575070,2019,20,4,1,1,4,2,2,5,0,0,0,0,26,5.1
592419,2016,4,0,0,1,1,1,1,1,0,0,0,0,27,1.0
592468,2018,342,69,26,18,79,44,50,18,15,0,5,7,26,76.0
592468,2019,518,92,50,22,156,90,90,50,8,2,8,4,27,111.1
592499,2017,52,6,4,1,19,7,8,4,1,0,0,1,25,10.1
592499,2018,170,30,14,4,48,21,24,13,3,0,0,2,26,38.2
592499,2020,18,5,1,0,7,2,2,2,0,0,0,0,28,3.1
592547,2017,56,11,2,1,10,4,6,6,2,0,1,1,28,13.2
592547,2018,354,66,52,18,76,52,56,42,8,0,0,4,29,76.0
592644,2016,18,3,2,1,5,3,3,2,0,0,0,0,24,3.2
592644,2018,326,60,23,21,78,45,45,17,12,1,4,5,26,76.2
592644,2019,462,78,26,22,115,59,61,21,20,0,7,5,27,109.1
592644,2020,116,15,7,5,30,15,15,10,4,1,2,2,28,27.2
592644,2021,255,44,27,17,65,42,43,38,1,1,1,2,29,56.1
592716,2016,21,2,1,2,8,4,4,1,1,0,0,1,24,4.2
592716,2018,96,15,4,6,24,11,13,5,4,0,0,3,26,23.0
592716,2019,563,101,36,29,156,82,86,35,15,0,6,8,27,125.1
592716,2021,145,28,8,8,30,11,15,10,5,0,1,2,29,35.1
592716,2022,428,73,27,10,101,36,40,21,19,0,4,5,30,104.1
592826,2015,231,58,21,5,50,27,28,19,7,0,1,1,23,55.2
592826,2016,551,152,45,21,129,60,64,24,24,0,8,6,24,131.0
592826,2017,315,68,34,15,74,41,44,15,15,0,2,7,25,72.0
592826,2018,630,161,59,16,138,79,83,31,30,0,9,12,26,146.2
592826,2019,516,130,43,26,120,64,69,33,23,0,7,8,27,117.1
592826,2020,154,46,17,5,36,21,21,9,7,0,1,1,28,34.0
592826,2021,834,202,98,46,182,132,136,50,42,0,6,18,29,188.2
592826,2022,319,69,25,11,68,40,42,27,9,0,3,3,30,75.1
592826,2023,162,37,14,4,35,16,16,8,8,0,4,4,31,37.1
592826,2026,11,1,0,0,1,0,0,2,0,0,0,0,34,3.1
592869,2015,149,13,11,1,39,14,14,9,5,0,2,2,25,36.0
592869,2016,414,55,24,15,110,55,57,24,13,0,4,6,26,94.0
592869,2017,70,9,4,3,22,12,14,9,1,0,2,2,27,15.1
593417,2016,103,14,4,9,31,18,18,5,5,0,1,3,23,22.1
593417,2017,108,12,12,5,22,19,21,8,4,0,1,2,24,24.0
594902,2017,372,52,24,13,90,42,45,15,15,0,4,7,25,88.2
594902,2018,290,54,30,8,82,38,38,20,10,0,0,6,26,60.2
594902,2019,6,1,0,1,3,3,3,1,0,0,0,0,27,1.0
594902,2023,383,79,25,20,96,53,53,19,12,0,4,7,31,88.2
594902,2024,632,118,49,23,139,64,67,29,29,0,13,10,32,151.0
594902,2025,178,29,15,6,38,16,16,9,9,0,2,2,33,44.2
595001,2015,161,30,21,5,42,25,27,9,7,0,0,4,27,32.2
595001,2016,260,48,26,11,57,31,32,32,2,0,3,3,28,59.2
595001,2017,151,25,15,3,35,19,20,26,0,0,2,1,29,35.0
595001,2019,139,29,8,10,36,20,22,18,2,1,0,3,31,31.0
595001,2020,121,18,11,3,33,20,21,16,1,1,1,1,32,26.1
595234,2017,81,14,6,3,22,12,12,10,0,1,0,0,26,18.0
595234,2018,35,0,3,2,10,4,4,4,0,0,0,0,27,7.2
596043,2016,332,71,33,9,83,52,54,14,14,0,2,9,23,72.0
596043,2017,169,29,9,6,36,15,16,7,7,0,3,2,24,43.0
596043,2018,476,72,26,18,103,52,58,22,17,0,7,6,25,115.2
596043,2019,260,42,27,7,59,32,32,13,9,1,5,2,26,59.2
596043,2020,58,10,7,2,14,5,5,4,1,0,0,1,27,12.1
596043,2022,32,8,1,1,10,4,5,5,1,1,0,1,29,7.0
596049,2016,27,5,5,2,9,6,6,2,0,0,0,0,23,4.2
596049,2021,54,9,5,2,18,11,11,4,0,0,0,0,28,10.1
596825,2021,8,0,0,2,5,4,4,1,0,0,0,0,28,1.0
599683,2016,49,10,3,0,17,8,8,6,0,0,1,1,26,9.2
599683,2017,280,44,31,9,64,34,36,45,0,0,3,2,27,62.2
599683,2018,158,16,13,6,41,17,17,31,0,1,4,1,28,34.1
600301,2016,2,0,0,0,1,0,0,1,0,0,0,0,26,0.1
600301,2018,6,1,1,1,1,1,1,1,0,0,0,0,28,1.0
605138,2020,98,21,7,4,24,12,12,8,1,0,2,1,26,22.1
605138,2021,112,19,17,6,29,22,23,13,2,0,0,2,27,22.2
605156,2014,24,2,3,1,12,13,13,2,1,0,0,1,24,2.2
605156,2015,500,76,28,18,146,82,82,26,18,0,6,8,25,110.2
605156,2018,10,1,2,0,1,0,0,3,0,0,0,0,28,2.2
605156,2019,964,164,68,42,236,138,144,58,36,0,12,16,29,220.0
605156,2022,43,7,2,3,11,8,8,5,0,0,0,0,32,9.1
605156,2024,119,12,8,4,33,15,19,5,4,0,0,2,34,26.2
605156,2026,4,0,2,1,1,3,4,1,0,0,0,1,36,0.1
605182,2016,233,50,29,8,50,31,31,17,10,0,3,3,25,53.0
605182,2017,502,137,60,13,92,42,46,27,21,0,12,6,26,121.2
605182,2018,810,207,67,21,164,67,71,32,32,0,13,8,27,200.0
605182,2019,499,169,37,10,96,38,38,21,21,0,13,4,28,126.0
605182,2020,324,80,28,12,68,28,28,16,16,0,6,4,29,83.1
605182,2022,485,91,35,20,102,55,56,23,22,0,7,7,31,114.1
605182,2023,549,110,40,16,121,55,56,24,24,0,9,9,32,131.1
605182,2024,78,15,9,4,22,12,13,4,4,0,0,3,33,16.0
605182,2025,31,3,8,0,5,5,5,8,0,0,0,2,34,5.2
605361,2019,5,1,2,0,0,0,0,1,0,0,0,0,29,1.0
605441,2017,73,17,9,4,15,8,8,13,0,0,1,0,24,16.1
605441,2018,165,36,15,6,43,27,28,36,0,0,3,2,25,36.0
605441,2019,130,24,16,8,32,20,26,28,0,0,2,0,26,26.0
605441,2020,17,3,2,0,3,4,4,3,0,0,0,0,27,4.0
605441,2021,228,46,32,6,36,26,26,46,0,0,6,0,28,54.2
605441,2023,14,2,6,1,3,7,7,3,0,0,0,0,30,1.2
605441,2026,5,2,0,0,0,0,0,1,0,0,0,0,33,1.2
605498,2018,665,130,45,23,163,80,85,29,29,0,7,13,25,160.1
605498,2019,148,25,14,7,39,21,23,21,2,0,0,2,26,32.2
605498,2020,42,5,6,1,9,4,4,6,0,0,0,0,27,9.2
605498,2023,130,17,15,7,33,22,27,13,0,0,0,0,30,27.2
605528,2017,18,0,4,1,6,3,5,2,0,0,0,0,26,3.0
605541,2015,204,26,18,9,52,30,30,12,9,0,3,5,25,44.2
605541,2016,328,50,26,12,81,48,53,18,12,0,3,4,26,74.2
605541,2017,109,28,7,5,26,16,16,13,0,0,0,0,27,25.0
605541,2018,388,74,36,12,101,52,55,48,2,0,4,2,28,84.1
605541,2019,294,60,24,12,88,52,60,38,0,2,0,2,29,58.2
605541,2021,81,11,11,1,17,11,12,13,0,0,0,1,31,18.0
605612,2021,11,0,3,0,0,0,0,3,0,0,0,0,27,2.2
605612,2022,18,1,1,0,6,2,2,4,0,0,0,0,28,4.0
605612,2023,11,0,1,0,4,2,2,2,0,0,0,0,29,2.0
605795,2017,54,10,1,5,16,12,12,8,0,0,1,0,27,12.1
606162,2018,294,62,36,11,64,43,44,17,12,0,1,8,24,65.1
606162,2019,238,54,32,8,60,40,48,26,2,0,0,4,25,48.2
606162,2021,6,2,1,0,0,0,0,1,0,0,0,0,27,2.0
606273,2014,693,143,64,16,151,70,77,29,29,0,10,12,25,163.2
606273,2015,490,97,44,15,106,53,57,22,20,0,5,8,26,115.1
606273,2016,41,3,5,2,15,11,11,3,1,0,0,1,27,7.2
606273,2017,2,1,1,0,0,0,0,1,0,0,0,0,28,0.1
606273,2018,210,34,16,1,46,15,17,23,4,0,3,1,29,51.0
606273,2019,432,94,36,20,92,44,64,96,0,28,8,4,30,100.0
606273,2022,33,6,3,1,7,3,3,7,0,0,0,0,33,7.2
606996,2020,67,13,10,4,24,19,21,4,3,0,0,1,27,11.0
606996,2025,179,37,13,9,38,28,28,20,6,0,3,3,32,43.0
606996,2026,259,57,22,5,50,32,34,44,4,0,1,3,33,62.2
607200,2017,76,15,8,5,25,16,16,3,3,0,0,1,24,15.1
607200,2018,217,46,22,8,55,31,31,11,11,0,2,4,25,50.1
607200,2019,334,41,33,11,81,39,39,21,12,0,4,2,26,78.0
607200,2020,222,28,22,10,47,24,25,11,8,0,2,4,27,50.1
607200,2021,590,128,48,23,144,81,90,29,27,0,7,9,28,133.1
607200,2022,573,94,58,21,149,82,84,27,27,0,6,13,29,127.0
607200,2024,1452,308,104,40,308,130,132,62,62,0,18,18,31,354.2
607200,2025,1246,166,134,38,294,172,180,64,48,0,8,26,32,282.0
607200,2026,593,97,50,23,135,60,68,32,15,0,8,9,33,138.1
607968,2014,34,8,2,0,9,4,4,3,0,0,0,0,25,7.1
607968,2015,35,4,6,1,10,6,6,4,1,0,0,2,26,7.0
607968,2017,23,5,2,2,10,5,5,2,0,0,0,0,28,4.1
607968,2018,154,27,13,2,34,17,21,32,0,0,4,2,29,35.1
607968,2023,95,6,14,5,27,18,22,4,4,0,0,4,34,18.0
608344,2019,181,31,13,7,45,27,28,16,3,1,2,1,25,41.2
608344,2020,22,4,1,1,11,7,7,3,0,0,0,1,26,3.2
608344,2021,768,125,42,23,195,84,94,32,32,0,10,15,27,178.1
608344,2022,741,128,36,25,174,80,87,30,30,0,9,13,28,181.0
608344,2023,336,68,21,11,78,38,42,24,12,0,1,4,29,77.1
608344,2024,984,156,58,36,264,126,142,58,32,2,12,12,30,222.0
608344,2026,30,5,3,1,8,6,6,1,0,0,0,1,32,6.0
608650,2017,21,2,1,2,7,3,4,2,1,0,0,0,26,4.0
608650,2021,88,25,6,1,17,7,8,9,0,2,2,0,30,22.1
608650,2025,400,98,30,12,100,42,50,48,6,4,6,6,34,92.2
608650,2026,70,13,11,0,13,7,8,13,0,0,3,0,35,16.0
608723,2018,55,11,6,3,12,9,9,4,2,0,1,1,26,12.1
608723,2019,174,44,13,5,33,16,16,9,8,0,2,1,27,43.2
608723,2020,225,44,18,14,57,35,36,11,11,0,2,5,28,49.2
608723,2021,248,59,28,10,57,34,35,49,1,0,4,1,29,57.1
608723,2022,884,180,62,28,222,98,104,82,34,0,10,8,30,203.1
608723,2023,160,34,15,6,39,20,22,25,0,0,1,2,31,34.2
608723,2024,248,61,18,9,46,25,31,68,0,0,2,5,32,61.0
608723,2026,112,6,12,6,38,22,24,6,0,0,0,2,34,20.0
620982,2017,147,25,17,7,39,26,28,25,0,0,1,2,23,29.2
620982,2019,13,0,2,1,4,4,4,2,0,0,0,0,25,2.1
620982,2024,59,8,5,2,19,13,14,6,0,1,0,0,30,10.2
621141,2018,76,12,10,4,22,16,16,4,3,0,0,3,24,15.0
621141,2019,103,16,6,6,33,21,21,9,4,0,1,1,25,22.2
621141,2020,146,22,8,4,42,18,18,14,2,0,2,0,26,32.2
621550,2024,3,0,1,0,1,0,0,1,0,0,0,0,32,0.1
622097,2016,237,32,28,10,53,34,34,10,10,0,3,6,22,53.2
622097,2017,210,35,22,9,50,20,27,11,8,0,3,2,23,46.1
622097,2018,76,14,11,1,14,9,10,9,0,2,1,0,24,16.1
622694,2018,284,45,27,11,68,38,38,32,6,0,2,7,23,65.2
622694,2019,353,85,26,20,76,46,49,21,15,0,3,5,24,82.1
622694,2020,106,34,5,5,21,9,10,6,6,0,1,0,25,25.2
622694,2021,225,53,14,13,54,24,26,11,11,0,1,3,26,51.2
622694,2022,278,60,22,19,67,44,48,20,10,0,3,6,27,62.1
622694,2024,128,16,10,10,28,22,22,18,2,0,0,2,29,31.1
622694,2026,50,11,6,3,10,3,3,4,0,1,2,0,31,11.0
623167,2017,233,36,35,11,62,42,44,14,9,0,3,6,22,48.0
623167,2018,40,3,6,2,14,9,13,4,1,0,0,2,23,6.1
623167,2019,70,10,13,1,15,10,12,9,1,0,0,3,24,13.2
623167,2021,741,125,40,19,185,72,74,31,31,0,14,6,26,179.2
623167,2022,590,95,51,17,132,57,61,33,22,2,8,9,27,137.2
623167,2023,932,148,76,50,266,156,162,58,32,0,4,16,28,204.2
623167,2024,707,123,63,24,180,88,95,33,30,0,3,15,29,160.0
623167,2025,178,22,12,7,38,15,18,21,1,1,5,1,30,43.2
623381,2018,181,29,15,7,37,20,20,12,6,0,4,1,24,43.0
623381,2019,325,69,31,13,73,50,51,37,7,0,3,6,25,73.0
623381,2023,14,4,1,0,5,2,2,1,0,0,0,0,29,2.2
623381,2026,14,2,2,1,3,2,3,1,1,0,0,1,32,3.0
623454,2017,14,2,1,0,6,6,7,2,0,0,0,0,23,2.1
623454,2018,59,11,2,0,17,7,7,5,1,0,0,1,24,12.2
623454,2019,30,6,6,1,6,5,5,2,0,0,0,0,25,6.0
623454,2020,10,2,2,2,4,6,6,1,0,0,0,1,26,1.1
623454,2021,91,9,6,1,20,8,8,9,1,0,1,1,27,22.0
623454,2026,434,109,43,14,89,41,45,48,10,2,5,6,32,102.0
623913,2014,92,13,8,6,30,21,23,14,0,0,0,0,22,17.1
623913,2017,9,2,0,1,5,2,2,8,0,0,0,0,25,1.1
623913,2019,258,36,28,8,54,26,26,50,0,0,6,0,27,62.0
628333,2014,404,65,32,6,85,36,44,16,16,0,4,7,27,96.1
628333,2015,547,69,32,17,142,81,82,34,18,0,5,9,28,125.2
628333,2016,270,34,32,6,72,40,42,38,0,0,0,4,29,60.2
628333,2017,254,31,24,3,57,26,31,18,8,1,2,3,30,58.1
628333,2018,376,70,38,8,104,58,68,38,10,0,4,6,31,78.0
628333,2019,68,7,7,3,24,14,14,3,3,0,0,2,32,13.1
630023,2018,370,75,25,7,84,35,40,18,7,0,5,5,24,89.2
630023,2019,530,114,28,23,112,57,61,26,18,0,9,5,25,133.1
630023,2020,52,10,4,2,14,3,4,3,3,0,0,0,26,11.1
630023,2022,30,6,1,0,7,0,0,2,1,0,1,0,28,7.0
630023,2023,734,106,54,30,182,102,106,40,18,0,10,10,29,170.0
630023,2024,144,25,13,7,43,21,21,6,6,0,0,2,30,30.0
640444,2020,46,8,8,5,14,11,13,3,3,0,0,2,25,8.1
640444,2021,524,111,57,25,126,71,75,26,25,0,4,8,26,116.2
640444,2022,332,68,38,8,68,37,40,60,1,4,6,10,27,76.0
640444,2023,47,9,9,1,9,5,6,5,0,1,0,1,28,9.2
641149,2018,23,3,3,1,6,4,4,1,0,0,0,1,25,5.0
641149,2019,314,52,58,12,64,42,48,64,0,0,2,4,26,69.1
641149,2023,26,3,3,2,10,9,9,1,1,0,0,1,30,4.0
641149,2024,76,14,4,4,20,12,12,8,0,0,0,0,31,18.0
641312,2019,427,70,38,13,111,58,61,28,16,2,3,5,24,96.0
641312,2020,67,18,12,3,10,6,6,18,0,0,0,0,25,15.1
641312,2021,248,38,24,8,72,44,60,32,0,0,0,0,26,46.2
641312,2022,7,0,0,0,4,2,2,1,0,0,0,0,27,1.0
641312,2024,170,20,2,6,68,30,38,12,4,0,0,4,29,32.2
641312,2025,56,11,3,6,20,13,13,7,0,0,1,0,30,11.1
641312,2026,93,17,10,4,25,17,19,12,0,0,2,0,31,20.0
641447,2020,126,12,11,3,30,10,12,7,6,0,1,2,25,29.2
641447,2021,92,13,8,3,22,11,12,5,4,0,0,2,26,20.1
641447,2022,156,20,9,5,42,16,20,10,7,0,1,3,27,35.2
641447,2023,20,4,3,2,7,7,8,2,0,0,0,0,28,3.0
641672,2020,109,23,13,2,18,8,11,17,1,0,3,1,25,26.1
641672,2021,45,8,6,2,11,7,7,3,2,0,0,1,26,9.1
641672,2022,26,4,2,3,12,10,10,1,1,0,0,1,27,4.2
641672,2023,258,52,24,4,66,26,36,36,4,0,2,2,28,57.1
641672,2025,304,44,34,14,80,44,46,24,2,0,4,2,30,68.0
641778,2018,504,100,46,15,127,54,61,23,23,0,6,7,23,112.0
641778,2019,651,138,51,20,158,74,82,30,29,0,8,10,24,149.2
641778,2020,61,12,9,2,17,16,16,4,2,0,0,2,25,11.0
641778,2021,489,117,41,16,94,42,46,24,20,0,7,5,26,118.2
641778,2022,661,157,59,27,135,65,71,29,29,0,11,7,27,158.2
641778,2023,211,43,24,16,54,34,39,10,9,0,4,6,28,46.2
641778,2025,426,102,26,15,90,37,39,28,15,0,9,2,30,104.2
641778,2026,932,144,70,52,214,126,128,44,36,0,16,14,31,216.2
641907,2020,25,5,2,0,6,1,1,4,0,0,0,0,25,6.0
641907,2021,256,58,20,6,62,32,36,50,0,0,0,6,26,56.0
641907,2022,34,4,8,0,8,4,6,6,0,0,0,0,27,5.2
642098,2017,12,1,1,0,9,7,7,2,0,0,0,0,25,1.0
642098,2018,176,27,15,3,47,19,20,15,3,0,0,3,26,38.1
642098,2019,606,81,41,30,164,91,96,31,23,0,4,11,27,136.0
642098,2020,27,2,1,0,9,3,6,4,0,0,0,0,28,5.0
642203,2020,88,22,12,5,14,10,10,12,0,0,0,1,25,20.0
642203,2021,319,73,37,14,65,34,38,23,13,0,2,1,26,70.1
642203,2022,82,14,5,2,22,7,8,14,0,0,0,1,27,17.1
642520,2024,115,22,12,4,23,14,15,18,2,0,0,2,28,26.1
642520,2025,41,8,1,1,15,8,12,3,0,0,0,0,29,8.0
642545,2018,537,98,47,17,117,49,50,26,26,0,10,9,21,129.1
642545,2019,365,75,27,24,92,59,61,19,13,0,4,10,22,82.2
642545,2020,132,27,9,3,27,13,13,7,5,0,1,0,23,32.1
642545,2021,250,35,19,8,70,29,29,13,11,0,2,4,24,56.2
642545,2022,316,54,19,11,63,23,29,35,1,0,3,3,25,79.1
642545,2023,362,62,30,20,91,52,63,34,6,0,2,6,26,82.1
642558,2018,241,22,18,7,66,36,36,12,8,0,5,5,22,54.2
642558,2019,541,81,36,21,148,79,94,32,18,0,7,11,23,122.1
642558,2020,21,2,0,1,9,5,5,1,1,0,0,0,24,4.0
643565,2021,6,0,0,0,3,1,1,1,0,0,0,0,30,1.0
643603,2016,4,0,0,1,1,1,1,1,0,0,0,0,25,1.0
643603,2017,5,0,0,1,2,2,2,1,0,0,0,0,26,1.0
643603,2019,22,2,5,4,7,8,8,4,0,0,0,0,28,3.1
645307,2020,27,4,5,1,5,4,4,3,0,0,0,0,23,5.1
646241,2023,34,5,4,0,9,8,8,2,0,0,0,0,26,6.1
646241,2026,178,39,15,3,38,18,21,30,0,1,2,0,29,42.1
656212,2021,175,20,16,4,46,25,27,9,8,0,0,3,25,38.0
656212,2026,126,12,14,6,34,20,22,10,0,0,0,2,30,26.0
656353,2020,13,2,4,1,3,2,7,1,1,0,0,1,24,1.2
656353,2021,83,18,8,3,15,8,8,4,4,0,0,0,25,20.0
656353,2022,486,66,70,14,108,78,78,24,22,0,4,14,26,104.0
656353,2023,472,92,38,12,128,68,74,76,2,4,2,4,27,102.2
656353,2024,19,1,2,0,4,0,0,1,0,0,1,0,28,4.2
656657,2022,257,42,20,13,68,43,44,14,10,0,3,8,26,57.0
656657,2023,49,10,2,3,13,9,9,3,0,0,0,0,27,11.0
656657,2024,12,4,0,1,6,4,4,2,0,0,0,0,28,2.0
657756,2021,12,0,2,1,3,2,2,1,1,0,0,0,25,3.0
657756,2022,98,19,8,5,35,23,24,5,5,0,0,4,26,18.1
657756,2023,408,67,28,19,116,73,76,27,13,0,1,7,27,87.1
657756,2025,96,20,12,2,24,10,10,14,0,0,0,0,29,20.2
657756,2026,230,40,22,4,60,28,30,42,0,0,2,0,30,48.0
657770,2018,16,2,2,2,7,6,7,3,0,0,0,0,25,2.1
657770,2022,220,50,32,4,50,28,30,40,0,2,0,0,29,44.2
658431,2020,18,4,3,0,3,2,2,1,1,0,0,1,23,4.0
658431,2021,36,6,4,0,9,3,3,4,1,0,0,0,24,7.2
658431,2022,110,17,6,2,30,16,18,14,0,1,1,0,25,23.2
658648,2019,23,5,2,0,4,1,1,1,1,0,0,0,22,5.1
658648,2021,20,5,3,1,4,1,2,1,1,0,0,1,24,4.0
658648,2022,18,5,1,1,3,2,3,2,0,0,0,0,25,4.0
658648,2023,220,54,25,3,43,18,23,14,6,0,2,2,26,50.1
658648,2024,706,164,72,16,146,70,76,108,0,2,12,2,27,165.1
658792,2017,37,7,1,1,6,4,4,3,2,0,1,0,28,10.1
658792,2018,43,10,3,4,12,10,10,3,1,0,0,1,29,9.0
658792,2019,80,11,9,4,25,13,13,8,0,0,0,0,30,16.0
660365,2021,160,25,16,9,42,22,24,12,4,0,0,3,33,35.1
660593,2022,31,3,1,0,8,2,2,3,1,0,0,0,25,7.2
660593,2023,90,17,8,3,25,17,17,9,3,0,0,2,26,19.2
660730,2022,143,25,15,12,42,35,35,7,5,0,0,4,24,29.2
660730,2023,10,5,0,0,0,0,0,1,0,0,0,0,25,3.1
