key_mlbam,season,batters_faced,SO,BB,HR,H,ER,R,G,GS,SV,W,L,age,IP
434878,2005,329,76,42,6,68,26,27,67,0,0,2,5,22,75.1
434878,2006,278,52,40,8,66,46,47,65,0,1,1,3,23,58.1
434878,2007,74,13,11,2,19,13,13,19,0,0,0,1,24,14.0
434885,2005,578,90,52,21,145,74,79,35,19,0,6,9,25,129.0
434885,2007,113,21,7,5,28,13,14,18,0,0,0,2,27,28.0
435082,2005,106,23,13,2,22,10,12,33,0,0,0,0,35,23.0
444446,2008,358,50,28,12,92,49,53,15,15,0,3,7,22,80.0
444446,2009,135,20,14,10,34,23,24,7,7,0,1,4,23,30.1
444446,2010,89,28,11,2,15,6,6,17,0,0,0,1,24,21.0
444446,2011,159,34,14,7,38,18,21,23,0,0,1,4,25,35.2
444446,2012,83,12,11,5,14,13,14,11,0,0,2,0,26,18.0
444446,2015,77,13,13,3,17,13,13,15,0,0,1,1,29,15.2
444553,2011,369,64,32,13,83,50,57,43,8,0,1,6,23,85.1
444553,2012,22,6,2,2,2,2,2,1,1,0,0,0,24,6.0
445193,2010,26,5,5,0,4,3,3,6,0,0,0,0,25,5.2
445193,2012,33,11,4,2,10,9,9,6,0,0,0,1,27,6.1
445193,2013,73,23,8,1,14,7,7,16,0,1,2,2,28,17.0
445968,2005,146,23,18,2,40,21,21,27,0,1,1,1,21,31.2
445968,2006,141,32,16,4,39,25,25,9,5,0,0,3,22,27.2
445968,2007,28,3,5,0,8,8,8,5,1,0,1,0,23,5.0
445968,2008,737,118,77,10,172,81,82,29,29,0,9,9,24,168.0
445968,2009,221,22,26,4,70,35,39,13,9,0,2,4,25,44.0
445968,2010,524,48,64,8,144,82,88,24,20,0,6,10,26,108.2
445968,2011,118,16,6,1,28,10,10,5,5,0,3,2,27,29.2
445968,2012,145,18,13,3,32,17,18,14,2,0,0,1,28,32.1
445968,2014,115,27,6,2,24,8,8,30,0,1,1,1,30,27.1
445968,2015,18,4,3,1,5,2,2,10,0,0,0,1,31,3.1
445968,2016,119,21,19,3,32,23,23,33,0,0,0,1,32,23.0
446003,2009,13,0,2,0,3,1,1,3,0,0,0,1,26,2.2
446003,2011,52,8,5,1,16,8,11,6,0,0,0,0,28,10.1
446003,2012,350,58,38,10,78,44,46,60,0,0,2,2,29,80.2
446003,2013,12,4,2,1,3,2,2,4,0,0,0,0,30,2.1
448693,2007,66,6,3,4,24,16,16,14,0,0,0,1,24,12.1
448693,2010,56,9,6,1,12,6,6,11,0,0,0,0,27,12.2
448693,2013,207,21,15,5,58,22,24,22,3,0,1,3,30,47.2
449173,2010,119,15,17,2,34,13,18,8,3,0,1,0,25,24.0
449173,2011,172,30,16,0,46,18,24,18,4,0,0,4,26,36.0
449173,2012,827,140,78,13,185,81,90,32,32,0,11,11,27,193.2
449173,2013,707,89,88,20,174,100,111,36,22,0,6,17,28,153.2
449173,2014,66,9,9,2,19,13,14,3,3,0,0,3,29,12.1
449173,2016,416,72,50,8,92,44,48,18,18,0,6,4,31,94.0
449173,2017,33,6,4,1,10,5,5,4,0,0,0,0,32,6.1
450545,2008,112,9,14,3,37,17,20,8,4,0,2,1,25,22.1
450545,2009,172,25,10,4,39,15,17,24,2,1,0,1,26,42.2
450545,2010,100,10,11,7,30,15,15,13,0,0,1,1,27,22.1
451546,2007,99,8,10,5,30,19,20,16,0,0,0,1,24,20.0
451628,2009,83,16,10,3,23,12,13,5,3,0,2,2,24,17.0
451628,2010,69,5,8,1,18,11,12,8,1,0,0,2,25,14.2
451628,2013,316,54,15,15,77,34,41,33,5,1,3,3,28,74.0
451628,2014,38,8,1,2,11,7,7,6,0,0,0,1,29,8.2
452027,2013,249,25,7,6,64,27,34,10,10,0,2,5,27,60.0
452027,2015,11,1,2,1,1,1,1,1,0,0,0,0,29,2.2
452027,2016,85,16,6,5,27,11,16,6,2,0,0,0,30,17.0
452027,2017,178,37,10,6,43,16,22,9,6,1,5,1,31,41.0
452027,2021,89,12,9,9,24,16,16,5,3,0,1,2,35,19.0
452676,2008,54,5,11,3,16,12,12,3,1,0,0,0,24,9.2
452676,2010,696,88,69,13,169,78,88,28,28,0,10,13,26,159.1
452676,2011,299,36,28,10,90,47,47,12,12,0,2,6,27,63.2
453249,2009,146,21,15,4,39,20,21,11,5,0,1,1,24,31.2
453249,2010,124,21,6,3,34,17,20,13,1,0,2,1,25,29.0
453249,2011,19,2,4,0,5,3,3,5,0,0,0,0,26,3.1
453249,2012,98,12,7,4,29,19,19,12,0,0,0,0,27,21.2
453249,2013,139,18,12,6,37,24,25,11,4,0,0,5,28,30.2
453249,2014,105,16,14,1,24,17,17,20,0,0,1,2,29,23.0
453249,2015,144,33,10,1,20,4,4,32,0,0,1,0,30,39.1
453249,2016,189,36,22,7,40,15,20,53,0,0,2,1,31,43.1
453307,2009,574,65,41,16,159,80,82,23,23,0,11,8,24,128.1
453307,2010,369,37,34,14,101,55,61,15,15,0,2,11,25,79.2
453307,2011,227,36,17,6,55,23,35,11,10,0,2,6,26,50.2
453307,2012,114,19,5,5,30,10,14,6,4,0,3,1,27,26.2
453307,2013,302,62,18,14,66,46,46,28,4,0,6,2,28,75.1
453307,2014,516,78,46,10,122,44,50,92,0,0,8,2,29,118.0
453307,2015,30,4,1,2,11,6,6,3,1,0,0,0,30,6.0
453307,2016,32,3,2,4,13,7,10,2,2,0,0,2,31,5.1
453646,2006,215,39,11,8,43,22,22,10,6,0,2,2,22,53.2
453646,2007,489,99,53,16,101,50,52,59,6,1,8,5,23,114.1
453646,2008,464,93,30,18,112,49,53,47,9,1,4,7,24,108.1
453646,2009,422,83,35,13,102,57,58,64,6,3,4,10,25,96.0
453646,2010,231,67,22,7,48,27,27,50,0,1,2,0,26,52.2
453646,2011,454,68,32,11,103,48,49,33,13,0,6,4,27,107.0
453646,2012,521,122,46,23,113,58,59,38,16,0,7,7,28,125.1
453646,2013,524,103,40,14,117,58,58,47,15,0,7,8,29,128.2
453646,2014,343,72,19,6,89,40,42,42,5,2,5,7,30,77.2
453646,2015,250,55,21,6,50,20,21,35,0,2,4,3,31,61.0
453646,2016,321,61,14,17,89,49,50,51,0,1,2,2,32,74.0
455605,2009,341,37,24,14,85,38,40,15,15,0,5,4,26,77.0
455605,2010,212,31,11,9,56,22,30,9,9,0,1,5,27,48.0
455961,2009,128,17,17,2,28,14,15,6,6,0,2,4,26,28.1
456051,2011,247,45,22,6,63,28,29,30,2,0,2,2,24,56.1
456051,2012,453,68,39,21,107,69,71,22,18,0,2,12,25,106.2
456051,2013,134,21,12,3,42,20,21,12,1,0,0,1,26,27.1
456051,2014,1466,246,112,56,360,182,196,66,54,0,16,24,27,344.2
456051,2015,154,22,17,7,41,25,26,10,5,0,0,4,28,32.2
456051,2019,124,24,14,7,30,26,26,12,4,0,0,3,32,27.2
456071,2014,241,34,16,5,55,34,34,16,10,0,0,6,28,59.0
456071,2015,296,43,25,14,73,36,36,19,10,0,3,3,29,68.1
456071,2016,20,0,3,0,8,5,6,2,0,0,0,0,30,3.2
456387,2006,73,11,7,3,15,7,7,4,2,0,0,1,20,17.0
456387,2007,236,27,23,10,73,44,44,13,9,0,1,6,21,49.1
456387,2008,183,26,14,7,59,34,34,8,8,0,1,4,22,39.2
456387,2014,36,4,2,0,12,5,5,6,0,0,0,0,28,7.1
456387,2019,29,4,1,2,11,7,7,2,1,0,0,1,33,5.2
456558,2006,88,5,10,1,15,7,7,5,3,0,0,2,26,21.2
456558,2007,257,29,23,5,65,38,40,16,8,0,3,5,27,57.1
457425,2008,61,7,12,3,11,10,11,9,0,0,0,1,25,13.0
457425,2009,195,42,29,2,34,18,18,41,0,0,1,1,26,47.0
457425,2010,324,70,31,5,53,19,25,70,0,4,5,4,27,80.0
457425,2011,100,17,12,1,27,8,11,24,0,0,1,1,28,20.2
457425,2012,57,8,6,1,14,9,9,12,0,0,0,0,29,12.0
457425,2014,107,16,11,3,26,15,16,23,0,0,0,4,31,23.1
457456,2007,230,27,30,9,55,35,39,11,10,0,2,2,22,50.2
457456,2008,512,78,52,18,134,73,77,23,22,0,3,11,23,113.0
457456,2009,119,21,13,4,27,21,25,6,5,0,0,2,24,27.0
457456,2010,23,2,3,2,10,9,9,1,0,0,0,0,25,3.1
457456,2011,1282,174,96,42,352,174,198,58,50,0,14,22,26,281.1
457456,2015,1,0,0,0,0,0,0,1,0,0,1,0,30,0.1
457456,2016,10,0,1,0,3,2,2,1,0,0,0,0,31,2.0
457711,2009,227,29,16,12,60,34,34,12,10,0,4,2,21,51.2
457711,2010,736,86,62,30,180,102,106,38,28,0,8,12,22,167.1
457711,2011,273,19,26,10,78,47,52,12,10,0,2,6,23,58.1
457711,2013,118,12,14,0,31,11,12,7,3,0,0,2,25,25.0
457711,2014,52,7,2,3,15,9,9,3,2,0,0,1,26,12.2
457711,2015,328,35,20,16,94,48,49,13,13,0,1,6,27,71.0
457711,2016,98,13,6,3,30,16,17,5,4,0,2,0,28,21.1
457796,2007,162,28,28,4,42,28,28,7,7,0,1,3,23,32.1
457796,2008,621,83,62,17,168,98,100,26,26,0,9,10,24,132.2
457796,2009,347,47,34,19,79,50,52,31,11,0,3,5,25,80.1
457796,2010,172,31,15,6,42,19,20,35,0,1,0,3,26,37.2
457796,2011,21,4,3,0,2,1,1,4,0,0,1,1,27,4.1
457796,2012,5,0,1,0,3,4,4,1,0,0,0,0,28,0.1
458676,2011,116,28,10,0,21,9,9,27,0,0,1,0,24,29.2
458676,2012,608,140,70,26,122,56,62,148,0,2,6,10,25,142.0
458676,2013,137,21,11,4,35,19,19,8,5,0,1,3,26,31.1
458676,2014,22,2,2,1,5,2,2,1,1,0,0,0,27,4.2
458676,2017,51,10,3,0,18,9,9,4,0,0,0,0,30,10.1
458676,2020,191,52,16,6,42,26,26,12,10,0,2,4,33,45.1
458676,2021,85,17,10,5,23,18,18,8,0,0,0,0,34,16.2
458690,2008,365,52,36,3,76,27,30,15,14,0,6,4,21,84.1
458690,2009,682,107,59,29,169,92,100,29,29,0,9,13,22,159.0
458690,2010,758,102,60,17,187,89,94,30,30,0,12,9,23,175.0
458690,2011,719,117,49,23,187,90,96,29,29,0,5,13,24,165.2
458690,2012,507,61,43,16,137,78,81,21,21,0,3,12,25,111.1
458690,2013,47,3,1,1,19,10,10,6,0,0,0,0,26,8.1
458690,2015,7,0,0,0,2,0,0,1,0,0,0,0,28,2.0
458690,2017,76,10,5,4,16,10,11,6,2,0,1,2,30,19.1
458690,2018,215,29,12,9,65,33,35,33,1,0,1,5,31,47.1
458950,2006,7,2,1,0,0,0,0,2,0,0,0,0,23,2.0
458950,2007,32,2,2,1,9,6,6,3,1,0,0,0,24,7.0
458950,2008,50,6,5,4,11,6,6,5,0,0,0,0,25,11.2
458950,2009,50,9,9,1,17,8,8,8,0,0,0,0,26,9.0
458950,2010,94,16,7,1,22,10,10,8,1,0,2,1,27,21.2
458950,2011,676,116,41,14,151,68,71,28,26,0,9,9,28,163.0
458950,2012,462,85,44,23,113,73,74,26,16,0,5,5,29,102.0
458950,2013,259,36,20,9,75,48,48,17,7,0,0,8,30,54.2
459345,2009,14,1,2,0,4,2,2,3,0,0,0,0,26,3.0
459345,2011,22,2,4,0,4,0,1,2,0,0,0,0,28,5.1
459345,2012,45,8,2,2,14,6,6,4,1,0,0,1,29,9.2
459376,2007,198,24,17,2,56,35,36,34,0,0,3,0,26,42.0
459376,2008,114,11,15,5,28,15,15,15,0,0,0,0,27,24.0
461872,2009,268,34,20,12,76,41,43,12,12,0,3,7,23,59.0
461872,2011,441,55,26,9,111,49,53,27,11,0,4,7,25,102.0
461872,2012,413,62,31,15,106,54,57,44,5,0,3,6,26,96.2
461872,2013,387,69,22,7,89,31,33,48,0,0,3,2,27,96.0
461872,2014,378,47,28,5,100,44,48,50,4,0,3,2,28,86.0
461872,2015,61,13,4,1,18,5,9,10,0,0,0,0,29,13.1
461872,2016,124,31,7,10,28,19,19,26,0,0,1,2,30,31.0
461872,2017,606,182,44,12,116,40,42,140,0,4,12,8,31,154.2
461872,2018,116,31,14,6,28,18,18,29,0,4,0,2,32,26.1
461872,2019,468,104,54,24,104,54,60,118,0,8,6,8,33,106.2
461872,2021,112,18,2,8,40,26,26,26,0,0,0,2,35,24.2
462995,2007,379,82,48,15,94,62,63,18,17,0,4,6,22,81.2
462995,2008,74,20,10,1,20,12,12,4,4,0,1,1,23,14.0
462995,2009,256,49,21,11,57,28,29,11,11,0,3,2,24,58.2
462995,2010,152,36,16,4,32,20,28,18,2,0,0,2,25,35.1
462995,2011,46,7,8,4,12,8,9,4,2,0,0,0,26,9.0
462995,2012,16,3,1,0,5,4,4,4,0,0,0,1,27,2.2
464400,2011,231,38,23,7,54,31,31,10,10,0,3,5,25,53.1
464416,2014,258,50,14,8,66,34,37,11,11,0,2,5,30,60.1
464416,2015,82,13,3,2,23,7,8,7,1,0,0,2,31,19.1
467094,2010,113,23,10,3,27,12,16,12,3,2,2,2,22,25.0
467094,2011,47,6,8,1,12,7,7,11,0,1,0,0,23,10.1
467094,2012,709,167,71,24,162,87,95,29,29,0,11,10,24,161.0
467094,2013,705,139,71,13,161,78,84,29,27,0,11,6,25,162.1
467094,2014,728,102,66,24,182,98,108,42,28,0,8,10,26,159.1
467094,2015,656,112,52,20,174,92,100,32,24,2,6,6,27,150.2
467100,2010,185,26,17,4,44,21,22,10,7,0,1,2,23,42.0
467100,2011,704,98,57,13,163,68,74,28,27,0,16,4,24,165.1
467100,2012,748,153,56,28,194,95,100,28,28,0,12,8,25,170.1
467100,2013,586,116,44,9,135,48,49,23,20,0,9,6,26,139.1
467100,2014,96,12,6,6,32,19,19,4,4,0,2,2,27,20.2
467100,2015,413,63,33,13,99,53,54,17,17,0,6,11,28,94.0
467100,2016,1368,254,56,46,350,150,162,64,52,2,24,16,29,324.0
467100,2017,785,131,36,29,203,86,96,31,31,0,11,14,30,187.0
467100,2018,683,114,35,26,171,75,82,29,29,0,9,9,31,161.0
467100,2019,806,114,47,30,225,98,107,34,34,0,11,12,32,187.0
467100,2020,88,9,9,4,22,18,18,4,4,0,1,1,33,19.0
467785,2007,122,24,23,3,25,19,21,9,4,0,0,2,23,24.2
467785,2008,393,57,51,16,99,63,67,17,17,0,6,6,24,84.1
467785,2009,16,1,2,1,8,10,10,2,0,0,0,0,25,1.1
467785,2015,106,27,12,4,26,11,11,14,0,0,1,4,31,23.1
468396,2010,171,39,16,2,31,6,6,44,0,0,4,1,26,41.2
468396,2011,693,126,43,16,149,66,73,31,29,0,13,8,27,169.0
468396,2012,263,66,17,9,49,24,26,58,1,3,2,0,28,66.0
468396,2013,428,72,41,11,87,36,38,23,18,0,7,4,29,104.1
468396,2014,122,22,15,1,33,19,19,27,0,1,2,3,30,25.0
468396,2015,277,53,28,12,59,29,29,64,0,0,3,1,31,65.1
468396,2016,148,29,23,2,32,14,18,36,0,0,2,1,32,32.0
468396,2018,8,1,3,0,2,2,2,1,0,0,0,1,34,1.0
469134,2009,16,3,2,0,3,2,2,1,1,0,0,0,23,4.0
469134,2010,333,66,26,5,94,49,59,28,8,0,2,3,24,72.0
469134,2011,404,63,47,14,110,65,65,18,13,0,6,6,25,83.0
469134,2012,696,166,60,14,166,82,84,134,0,0,6,6,26,157.1
469134,2013,598,96,44,21,152,73,76,44,20,0,5,9,27,137.2
469134,2014,404,88,34,16,100,58,60,68,2,0,4,0,28,91.1
469134,2015,153,31,14,5,41,23,29,18,0,0,1,1,29,33.0
471911,2009,112,11,11,6,40,22,23,5,5,0,0,4,22,22.1
471911,2010,188,38,14,6,47,19,20,7,7,0,2,2,23,44.2
471911,2011,536,85,40,15,130,64,68,21,21,0,8,9,24,124.2
471911,2013,218,30,18,4,64,35,36,15,7,0,1,4,26,46.2
471911,2014,529,140,29,7,103,38,40,40,14,1,8,7,27,134.0
471911,2015,730,216,43,18,154,74,75,30,30,0,14,12,28,183.2
471911,2016,599,150,34,21,134,54,64,25,25,0,11,8,29,146.1
471911,2017,798,226,46,21,173,73,73,32,32,0,18,6,30,200.0
471911,2018,784,231,43,21,173,72,78,32,30,0,17,10,31,192.0
471911,2019,341,96,16,18,92,47,48,23,12,1,6,7,32,80.0
471911,2020,280,82,27,8,55,22,22,12,12,0,3,4,33,68.0
471911,2021,237,50,18,12,59,36,39,12,12,0,1,5,34,53.2
471911,2022,645,152,41,17,161,67,71,29,29,0,15,7,35,152.0
471911,2023,417,66,38,18,115,68,71,20,20,0,3,8,36,90.0
471911,2024,447,89,33,19,112,65,68,21,21,0,3,10,37,103.2
471911,2025,424,68,34,20,122,72,72,22,18,0,4,4,38,91.1
471911,2026,73,7,3,3,21,11,11,8,0,0,0,0,39,16.2
472490,2006,77,17,6,7,23,14,14,10,1,0,0,1,23,15.0
472490,2007,110,14,11,2,31,19,19,17,0,0,1,2,24,23.1
472490,2008,5,1,1,0,0,0,0,1,0,0,0,0,25,1.1
474668,2011,126,13,17,1,32,17,18,6,6,0,2,2,23,26.2
474668,2013,18,0,0,2,9,7,7,1,1,0,0,1,25,2.2
474668,2014,107,20,13,3,22,13,14,35,0,0,2,0,26,24.1
474668,2015,16,4,1,2,4,4,4,1,0,0,0,0,27,3.1
474668,2016,197,22,21,8,55,30,32,9,9,0,0,5,28,38.2
476206,2008,22,2,2,0,9,3,3,8,0,0,0,1,24,4.0
476206,2010,62,5,5,3,21,9,9,12,0,0,0,1,26,13.0
476206,2012,74,14,6,2,24,14,14,22,0,0,0,0,28,15.1
476594,2018,166,38,13,1,37,11,13,32,0,0,1,1,28,39.2
476594,2019,56,15,8,2,14,12,14,10,0,0,1,0,29,10.2
476594,2020,62,14,10,0,16,7,9,10,0,0,0,1,30,13.1
476594,2021,90,18,18,6,20,16,16,6,6,0,0,4,31,18.0
476594,2025,15,1,4,1,4,3,3,2,0,0,0,0,35,2.2
476594,2026,147,29,15,2,38,20,21,8,7,0,1,3,36,30.1
476601,2008,22,3,1,0,7,2,2,1,1,0,1,0,21,5.0
476601,2009,75,12,6,3,23,17,17,8,1,0,1,1,22,16.0
476601,2010,66,13,4,2,20,8,8,14,0,0,0,1,23,15.1
476601,2011,90,17,11,3,19,9,9,14,0,0,0,0,24,20.0
476601,2012,330,64,34,10,64,26,26,64,0,0,0,0,25,79.1
476601,2013,158,23,15,3,32,18,18,34,0,0,1,3,26,37.2
493200,2016,313,103,18,5,55,17,20,76,0,19,6,3,33,79.2
493200,2017,264,54,15,10,68,27,31,62,0,20,1,6,34,59.1
493200,2018,548,158,34,16,104,40,42,146,0,6,12,6,35,136.2
493200,2019,88,16,6,6,29,19,19,21,0,0,3,1,36,18.1
493337,2010,118,12,11,3,30,17,18,5,5,0,0,3,28,26.0
493337,2011,142,15,10,3,40,19,19,10,5,0,1,1,29,32.2
493337,2013,3,0,0,1,2,2,2,1,0,0,0,1,31,0.1
499107,2008,13,1,1,1,5,2,2,1,0,0,0,0,27,2.1
499107,2012,69,7,2,0,16,3,4,18,0,0,1,1,31,17.1
499107,2013,31,5,2,0,4,0,0,7,0,0,1,0,32,8.1
499107,2014,142,20,7,3,36,15,16,30,0,0,0,0,33,32.1
501870,2011,175,28,14,8,36,16,17,26,3,1,2,1,27,44.0
501870,2012,263,35,21,11,68,34,34,18,5,0,1,4,28,61.1
501870,2013,3,0,0,0,1,0,0,1,0,0,0,0,29,0.2
501870,2015,24,4,3,0,5,1,1,4,0,0,0,0,31,5.2
502010,2015,84,12,8,1,28,16,16,12,0,0,0,1,27,16.2
502102,2011,127,14,11,2,28,14,16,14,2,0,0,2,25,29.0
502102,2012,189,29,8,6,49,20,25,27,1,0,2,1,26,46.1
502102,2013,15,2,2,0,6,3,3,2,0,0,0,1,27,2.2
502139,2011,57,8,7,1,14,10,10,14,0,1,0,2,23,13.0
502139,2012,38,3,5,1,7,1,1,6,1,0,0,0,24,9.1
502139,2013,63,12,3,4,10,6,7,11,1,0,0,0,25,17.0
502139,2014,61,6,6,2,16,9,9,8,0,0,0,0,26,13.0
503566,2017,8,2,1,0,3,2,2,2,0,0,0,0,28,1.1
504186,2015,115,19,9,3,30,13,14,19,0,0,0,2,26,26.2
504186,2016,11,2,1,1,3,2,2,2,0,0,0,0,27,2.1
516970,2015,117,14,14,3,30,21,21,16,0,0,0,1,26,25.2
518445,2017,293,57,31,12,81,48,49,28,4,0,0,3,28,62.1
518445,2018,36,7,2,1,14,7,7,3,0,0,0,1,29,7.1
518852,2014,66,10,4,3,18,3,6,4,1,0,0,0,24,14.1
518876,2019,777,158,57,29,184,90,95,32,32,0,13,14,30,183.1
518876,2020,125,29,5,5,26,9,9,5,5,0,3,2,31,31.1
518876,2021,667,130,41,21,163,78,82,27,27,0,7,11,32,158.0
518876,2022,804,177,61,21,167,75,77,33,33,0,13,8,33,200.1
518876,2023,722,187,69,20,143,65,71,30,30,0,12,8,34,177.2
518876,2024,300,63,19,11,67,33,35,13,13,0,5,1,35,73.2
518876,2025,1496,334,96,46,314,144,158,64,64,0,24,18,36,368.0
518876,2026,683,111,69,28,162,87,91,28,28,0,9,14,37,156.2
519168,2014,170,15,16,10,39,21,21,7,7,0,4,3,24,39.1
519168,2015,73,11,8,2,18,13,13,4,2,0,0,1,25,15.1
519168,2016,302,36,40,20,72,66,66,18,10,0,2,2,26,62.2
519295,2018,5,0,0,1,2,2,2,1,0,0,0,0,29,1.0
519403,2012,24,1,2,0,10,4,4,2,0,0,0,1,27,4.0
519403,2013,122,20,16,4,24,8,10,16,0,0,0,2,28,30.0
519445,2014,10,2,0,0,4,1,1,2,0,0,0,0,28,2.0
521655,2012,10,1,4,0,0,2,2,3,0,0,0,0,22,2.0
521655,2013,7,0,2,0,1,0,0,2,0,0,0,0,23,1.1
521655,2017,22,3,4,2,7,7,7,3,0,0,0,0,27,3.2
521655,2018,384,72,32,24,92,58,58,38,10,0,4,6,28,88.0
521655,2019,712,190,58,34,156,84,84,96,34,0,8,10,29,168.2
521655,2020,85,15,9,2,28,18,19,21,0,0,1,3,30,16.1
534428,2009,74,17,3,0,15,3,4,14,0,0,1,0,25,19.1
534428,2010,23,4,5,1,4,5,7,8,0,0,0,1,26,4.0
534737,2016,300,50,23,13,88,47,47,19,9,0,1,6,27,67.1
534947,2016,287,47,20,13,64,31,32,13,13,0,4,4,28,69.2
534947,2017,531,108,51,29,124,75,79,30,20,0,5,11,29,122.1
539438,2011,181,19,17,3,51,22,25,7,7,0,1,5,24,39.0
539438,2012,714,90,31,17,184,68,76,27,27,0,12,9,25,173.0
539438,2013,576,52,36,21,163,79,88,24,24,0,6,13,26,131.0
539438,2016,7,0,2,0,2,3,3,1,0,0,0,0,29,1.0
541650,2017,5,0,1,0,1,0,0,1,0,0,0,0,26,1.0
541650,2018,19,2,1,1,7,5,5,3,0,0,0,0,27,3.1
541650,2019,11,1,2,1,2,1,1,3,0,0,0,0,28,3.0
541650,2021,7,2,0,0,1,0,0,2,0,0,0,0,30,2.0
542194,2016,10,1,3,0,1,0,0,2,0,0,0,0,24,1.2
542194,2017,25,2,8,1,6,6,9,4,0,0,0,0,25,3.2
542194,2022,38,2,2,2,12,2,2,8,0,0,0,0,30,8.0
542194,2023,4,0,0,1,3,3,3,1,0,0,0,0,31,0.1
542992,2021,6,1,0,1,3,2,2,1,0,0,0,0,30,1.0
543001,2018,107,15,4,8,34,18,19,6,5,0,1,2,27,22.1
543001,2019,197,25,13,12,61,42,46,9,9,0,1,6,28,40.2
543031,2012,138,30,7,8,33,18,18,6,6,0,2,2,25,33.0
543031,2013,282,41,25,7,83,44,45,13,11,0,2,7,26,60.1
543031,2017,4,1,0,0,2,0,0,1,0,0,1,0,30,1.0
543031,2018,87,13,10,3,25,17,17,7,0,0,0,0,31,17.2
543184,2012,377,74,30,14,102,58,61,16,16,0,5,8,24,84.2
543184,2014,110,27,10,3,25,16,21,16,3,0,0,4,26,24.1
543184,2015,270,45,25,5,75,34,37,68,0,0,0,4,27,58.1
543184,2016,567,100,52,13,131,69,74,24,23,0,5,12,28,129.1
543193,2018,56,8,5,2,15,7,11,5,1,0,2,1,28,12.0
543193,2019,117,17,7,11,34,22,26,18,0,0,3,1,29,23.2
543208,2017,626,98,52,32,152,72,82,32,26,0,8,10,27,148.2
543208,2018,548,105,38,21,140,73,77,26,24,0,3,10,28,123.2
543208,2019,392,88,22,18,85,49,51,52,0,0,4,2,29,95.2
543208,2020,17,1,5,0,3,3,3,4,0,0,0,1,30,3.0
543391,2012,136,26,10,5,39,20,23,6,6,0,2,3,22,29.0
543391,2015,56,7,3,1,19,10,13,3,2,0,0,2,25,11.1
543391,2016,102,7,7,1,30,14,14,10,1,0,0,3,26,21.2
543391,2018,104,16,5,3,28,8,10,7,3,0,0,3,28,23.2
543391,2024,21,4,1,1,5,3,3,2,0,1,0,0,34,5.1
543391,2025,6,0,1,0,1,0,0,2,0,0,0,0,35,1.2
543557,2015,395,64,37,11,92,46,49,16,16,0,4,6,25,90.0
543557,2016,828,184,76,16,158,56,66,98,14,0,8,10,26,200.0
543557,2017,540,100,55,10,103,49,52,44,14,3,7,8,27,130.2
543557,2018,534,86,39,10,131,55,58,38,19,0,5,6,28,124.0
543557,2019,804,138,68,36,226,100,110,66,26,0,6,18,29,182.0
543557,2020,23,4,1,1,6,3,5,3,1,0,0,0,30,5.1
543594,2013,11,0,1,1,7,6,6,1,1,0,0,1,23,1.1
543594,2014,4,0,0,1,1,1,1,1,0,0,0,0,24,1.0
543594,2015,134,15,12,4,35,17,19,6,6,0,1,2,25,29.0
543594,2021,123,20,13,4,32,13,13,10,5,0,0,2,31,26.2
543594,2023,18,2,2,2,7,6,6,1,0,0,0,0,33,3.0
543698,2014,140,17,15,2,36,16,17,16,1,0,1,0,24,30.1
543698,2015,18,1,1,0,8,4,4,1,1,0,0,1,25,3.1
543698,2016,28,2,2,1,7,5,5,4,0,0,2,0,26,5.1
543809,2013,55,9,5,3,17,7,11,6,2,0,0,2,23,11.1
543809,2014,99,14,4,0,27,9,11,6,1,0,1,1,24,22.2
543819,2011,594,90,36,22,180,88,88,26,22,0,4,12,24,134.2
543819,2012,336,38,8,28,116,68,80,40,6,0,2,8,25,71.1
543903,2013,145,23,18,7,37,29,30,8,7,0,1,2,23,30.1
543903,2014,259,36,28,3,58,33,35,11,11,0,5,3,24,59.0
543903,2015,142,17,20,10,32,20,28,9,5,0,1,1,25,31.0
543903,2018,15,3,1,1,2,2,2,3,0,0,1,0,28,3.0
543903,2019,52,9,5,2,14,6,7,12,0,1,0,0,29,11.0
543921,2012,119,24,9,5,26,14,16,5,5,0,0,4,22,27.2
543921,2014,54,8,5,3,16,9,9,4,2,0,1,0,24,11.1
543921,2015,40,4,5,2,10,8,8,2,2,0,0,1,25,8.2
543921,2016,23,3,0,1,9,6,6,1,1,0,0,1,26,5.0
544150,2016,355,54,26,11,84,40,42,22,12,0,3,5,26,84.0
544150,2017,135,34,11,4,28,18,18,18,0,1,0,3,27,31.2
544150,2024,565,108,43,17,130,55,56,32,24,0,9,7,34,133.2
544150,2025,44,10,2,0,9,3,4,5,1,0,2,0,35,11.2
544150,2026,247,41,20,8,54,27,32,27,0,1,2,0,36,59.0
545363,2011,60,8,4,3,17,12,13,3,3,0,0,1,20,12.2
545363,2012,462,72,32,18,100,54,64,20,20,0,4,10,21,110.0
545363,2013,514,77,54,11,116,49,55,20,20,0,3,8,22,118.0
545363,2014,1002,142,66,24,296,154,162,56,36,0,12,22,23,226.0
545363,2016,122,18,16,5,33,18,27,18,2,0,1,2,25,24.2
545363,2017,170,23,15,8,43,22,23,18,2,0,2,3,26,39.0
545363,2018,92,6,12,4,38,30,34,10,2,0,0,2,27,13.1
547939,2013,27,5,7,0,6,3,3,6,0,0,0,0,37,5.0
547942,2020,154,24,12,3,28,7,9,8,7,1,3,0,31,39.0
