key_mlbam,season,PA,AB,H,2B,3B,HR,SO,BB,IBB,HBP,SF,SH,TB,RBI,SB,CS,R,G,GIDP,age
118269,1995,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,31
118329,1992,13,12,2,0,1,0,5,0,0,0,1,0,4,2,0,0,1,12,0,24
118329,1993,528,480,135,26,8,18,122,42,5,1,3,2,231,64,16,9,85,143,5,25
118329,1994,313,276,79,12,4,9,56,34,3,2,1,0,126,33,15,6,48,82,3,26
118329,1995,486,439,124,25,3,13,92,44,6,2,0,1,194,41,20,11,70,124,5,27
118329,1996,694,630,189,40,1,18,116,54,2,2,7,1,285,72,38,12,101,155,9,28
118329,1997,477,423,123,24,7,13,83,45,7,3,5,1,200,59,23,7,64,113,7,29
118329,1998,479,440,105,15,2,12,91,32,2,5,2,0,160,47,20,3,57,125,13,30
118329,1999,593,541,150,36,8,24,119,49,5,1,2,0,274,63,20,3,97,143,8,31
118329,2000,1046,960,274,30,20,30,170,72,10,8,6,0,434,72,20,18,162,270,6,32
118329,2001,324,283,68,15,2,7,59,37,4,2,2,0,108,42,9,3,41,100,2,33
118329,2003,258,238,60,12,2,3,51,17,4,2,1,0,85,26,2,2,19,100,8,35
118373,1996,118,106,24,4,6,0,32,8,0,2,0,2,40,6,8,2,10,44,4,25
118373,1998,197,180,45,11,2,6,44,9,0,2,2,3,78,24,0,3,21,73,3,27
118373,1999,357,331,81,12,7,2,51,17,0,0,3,6,113,26,19,6,48,137,4,28
118925,1993,248,229,53,14,5,5,63,13,1,1,1,4,92,20,4,1,31,65,2,21
118925,1994,132,116,28,8,1,4,33,15,2,0,1,0,50,14,3,1,11,38,1,22
118925,1995,54,52,8,1,0,1,17,0,0,1,1,0,12,4,0,1,5,23,1,23
118925,1997,16,14,1,1,0,0,5,0,0,0,1,1,2,2,0,0,0,7,0,25
119004,1989,30,28,5,0,0,0,8,2,0,0,0,0,5,1,0,1,2,8,2,22
119004,1990,95,83,20,7,0,3,25,9,0,3,0,0,36,10,1,0,12,23,3,23
119004,1991,313,288,64,8,1,6,97,18,1,4,2,1,92,29,3,0,37,96,7,24
119004,1992,6,5,3,0,0,1,0,1,0,0,0,0,6,1,0,0,1,2,1,25
119004,1993,61,53,9,1,1,2,19,8,0,0,0,0,18,5,0,1,8,30,2,26
119004,1997,29,24,7,1,0,2,10,4,0,0,1,0,14,6,0,1,6,16,0,30
119004,1998,15,15,1,0,0,1,6,0,0,0,0,0,4,1,0,0,1,7,0,31
119194,1991,74,66,21,0,0,2,12,8,0,0,0,0,27,5,3,1,11,48,1,21
119194,1994,149,128,29,2,0,5,22,18,0,1,1,1,46,15,0,0,21,46,2,24
119194,1996,16,15,4,1,0,1,3,1,0,0,0,0,8,3,0,0,2,11,0,26
119194,1998,40,33,9,2,0,0,5,7,1,0,0,0,11,6,1,0,4,23,0,28
119682,1992,59,53,14,3,0,3,15,5,0,1,0,0,26,9,0,1,8,24,1,26
119682,1993,482,427,124,21,0,19,101,49,5,4,2,0,202,63,3,5,59,123,7,27
119682,1994,320,278,74,13,0,15,61,38,5,2,1,1,132,48,2,3,43,83,4,28
119752,1991,160,132,39,5,0,4,34,28,1,0,0,0,56,25,2,2,20,71,4,26
119752,1992,173,136,30,3,0,1,38,37,2,0,0,0,36,11,3,0,19,63,4,27
119752,1993,49,40,12,0,0,2,12,9,1,0,0,0,18,6,0,0,9,26,2,28
119752,1994,118,102,26,5,0,2,23,14,1,0,0,2,37,7,1,0,16,63,3,29
119752,1995,394,314,82,4,4,10,90,78,0,2,0,0,124,30,4,2,68,168,6,30
119752,1996,273,235,60,14,1,10,82,37,1,0,1,0,106,31,3,0,34,91,3,31
119752,1997,201,169,36,10,1,10,53,31,2,0,1,0,78,23,3,0,23,81,4,32
119752,1998,22,21,4,1,0,0,5,1,1,0,0,0,5,2,0,0,1,10,1,33
119809,1995,10,10,2,0,0,0,6,0,0,0,0,0,2,1,0,0,1,9,0,22
119809,1998,5,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,43,0,25
119809,1999,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69,0,26
119809,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,27
119809,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,28
119809,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,31
119809,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,32
119867,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,23
119867,1990,15,11,0,0,0,0,5,1,0,0,0,3,0,1,0,0,1,21,0,26
119975,1993,49,41,12,3,0,0,9,5,0,0,0,3,15,3,0,0,3,19,1,23
119975,1994,73,66,18,1,1,2,12,5,0,1,1,0,27,7,1,1,9,27,0,24
119975,1995,434,399,123,31,6,10,64,29,4,1,2,3,196,49,5,3,60,112,8,25
119975,1996,552,497,129,28,5,15,80,47,3,4,3,1,212,81,3,2,68,149,13,26
119975,1997,545,499,154,32,4,15,70,39,7,2,4,1,239,80,0,5,65,146,13,27
119975,1998,657,611,165,36,8,23,108,36,2,5,5,0,286,83,2,2,95,156,17,28
119975,1999,661,596,167,36,4,28,91,56,5,4,5,0,295,103,1,2,84,157,21,29
119975,2000,563,513,134,30,4,13,76,44,2,2,4,0,211,70,0,2,68,138,12,30
119975,2001,376,341,82,16,6,13,73,25,2,5,5,0,149,50,1,3,50,104,9,31
119975,2002,314,273,78,12,2,3,47,34,5,3,0,4,103,37,1,2,27,97,6,32
119975,2003,194,174,38,9,0,5,31,14,1,1,4,1,62,28,3,0,18,93,8,33
120221,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21
120221,1995,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,22
120221,1996,23,19,1,0,0,0,9,1,0,0,0,3,1,2,0,0,0,48,0,23
120221,1997,66,51,9,4,0,0,21,4,0,0,0,11,13,2,0,0,5,32,0,24
120221,1998,80,72,14,2,1,0,30,2,0,0,0,6,18,3,0,0,2,34,0,25
120221,1999,69,59,9,2,0,0,26,2,0,0,2,6,11,6,0,0,4,33,0,26
120221,2000,78,70,15,4,0,2,16,2,0,0,0,6,25,6,0,0,6,34,0,27
120221,2001,81,69,10,3,0,0,22,5,0,0,0,7,13,4,0,0,6,36,1,28
120221,2002,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,29
120221,2003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,30
120221,2005,46,38,10,0,0,0,14,0,0,0,0,8,10,4,0,0,4,60,0,32
120221,2006,48,41,11,0,0,0,12,0,0,0,0,7,11,5,0,0,0,26,2,33
120221,2007,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,34
120221,2008,12,9,1,0,0,0,5,0,0,0,0,3,1,0,0,0,0,55,0,35
120221,2009,18,14,2,0,0,1,5,3,0,0,0,1,5,1,0,0,1,45,0,36
120221,2010,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,37
120244,1995,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,22
120244,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,23
120244,2000,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,27
120244,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,29
120244,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,31
120367,1995,32,30,9,3,1,0,5,1,0,1,0,0,14,3,0,0,3,12,3,25
120367,1996,45,41,21,8,0,1,4,2,0,2,0,0,32,10,3,1,11,13,0,26
120367,1997,70,63,15,2,0,2,13,4,0,3,0,0,23,10,0,0,8,27,0,27
120415,1994,8,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,1,25
120415,1995,48,48,9,2,0,1,5,0,0,0,0,0,14,3,0,0,2,17,1,26
120415,1996,216,202,66,10,0,2,17,8,0,1,1,4,82,21,3,0,30,86,6,27
120415,1997,78,78,15,4,1,2,16,0,0,0,0,0,27,6,0,0,4,37,2,28
120415,1998,290,282,62,4,0,6,56,4,0,2,2,0,84,28,0,0,24,138,10,29
120415,2001,42,40,8,2,0,0,14,2,0,0,0,0,10,0,0,2,2,16,0,32
120451,1994,8,7,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,8,0,23
120451,1995,152,124,29,8,0,3,41,26,2,0,0,2,46,17,0,0,15,89,2,24
120451,1996,113,99,23,3,0,4,27,9,1,3,1,1,38,17,0,2,10,50,4,25
120451,1997,18,15,1,0,0,0,6,3,0,0,0,0,1,2,0,0,2,12,0,26
120451,1998,79,62,16,2,1,3,11,16,0,0,1,0,29,7,1,0,14,34,1,27
120451,2005,36,32,9,2,0,1,5,4,0,0,0,0,14,9,0,0,4,18,3,34
120451,2006,32,27,5,2,0,1,10,4,0,1,0,0,10,2,0,0,3,31,0,35
120514,1993,16,16,5,1,1,1,5,0,0,0,0,0,11,4,0,0,1,11,0,23
120514,1994,40,38,5,0,0,1,13,1,0,0,1,0,8,3,1,0,1,15,1,24
120514,1995,252,231,45,9,0,9,69,19,2,0,0,2,81,28,1,1,27,92,3,25
120514,1996,232,208,34,10,0,14,102,22,2,2,0,0,86,30,0,0,24,100,2,26
120514,1997,16,15,2,0,0,1,7,0,0,0,1,0,5,4,0,0,2,13,0,27
120514,1998,65,58,11,0,0,2,22,7,1,0,0,0,17,9,0,0,4,36,1,28
120514,1999,40,39,9,4,0,2,13,0,0,1,0,0,19,4,0,0,5,25,0,29
120739,1995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21
120739,1996,62,58,10,3,1,1,10,2,0,1,1,0,18,11,1,0,4,21,1,22
120739,1997,17,15,4,1,0,0,5,0,0,0,1,1,5,3,0,0,0,4,0,23
120801,1991,37,33,9,1,0,3,9,3,1,0,0,1,19,4,0,0,4,18,1,23
120801,1992,6,5,1,1,0,0,3,1,0,0,0,0,2,0,0,0,2,4,0,24
120801,1993,65,62,16,5,0,1,14,2,0,1,0,0,24,6,0,0,7,27,3,25
120801,1995,5,5,2,1,0,1,2,0,0,0,0,0,6,3,0,0,1,5,0,27
120801,1996,17,15,2,0,0,0,6,2,0,0,0,0,2,0,0,0,2,10,1,28
120801,1997,72,67,19,3,0,3,15,5,0,0,0,0,31,9,0,1,15,59,2,29
120838,1990,3,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,22
120838,1992,17,15,1,1,0,0,9,2,0,0,0,0,2,2,0,0,2,13,0,24
120838,1994,39,35,7,2,0,1,13,3,1,0,0,1,12,3,0,0,6,24,0,26
120838,1996,6,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,28
121245,1992,74,66,6,0,0,0,22,4,0,0,0,4,6,4,0,0,2,56,0,24
121245,1993,67,51,5,0,0,0,24,3,0,0,0,13,5,0,0,0,3,30,0,25
121245,1994,13,9,0,0,0,0,5,1,0,0,0,3,0,0,0,0,1,9,0,26
121353,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,22
121353,1997,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,24
121353,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,25
121353,1999,8,6,2,1,0,1,1,0,0,1,0,1,6,3,0,0,3,47,0,26
121353,2000,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,76,0,27
121353,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,28
121353,2002,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,71,0,29
121353,2003,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68,0,30
121353,2004,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,152,0,31
121353,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,32
121353,2006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,33
121401,1997,11,9,3,0,0,0,4,2,0,0,0,0,3,2,0,0,4,7,0,31
121546,1993,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,21,1,21
121546,1994,8,8,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,51,0,22
121546,1995,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,23
121546,1996,4,4,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,49,1,24
121546,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,28
121546,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29
122432,1994,7,7,1,0,0,0,2,0,0,0,0,0,1,2,0,0,0,3,0,24
122432,1995,120,104,24,5,0,3,22,12,2,1,1,2,38,15,3,0,11,37,4,25
122432,1996,84,78,19,2,0,4,20,3,0,3,0,0,33,10,0,2,9,27,0,26
122432,1997,222,193,55,13,1,9,36,28,1,0,1,0,97,35,3,1,29,71,3,27
122432,1998,144,128,25,6,0,2,26,10,0,3,3,0,37,13,7,0,18,59,1,28
122432,2000,213,192,47,8,1,5,54,17,1,2,2,0,72,27,2,0,22,104,2,30
122432,2001,222,194,47,13,1,6,38,23,0,2,2,1,80,18,0,2,28,80,3,31
122432,2003,69,63,15,4,0,3,13,4,0,0,2,0,28,10,0,0,8,33,5,33
123009,1997,75,69,20,2,0,2,12,5,0,0,0,1,28,8,0,0,9,27,0,27
123009,1998,351,310,76,14,2,5,46,29,3,3,5,4,109,42,3,3,29,111,5,28
123009,1999,118,102,23,6,0,2,17,13,0,0,2,1,35,15,1,0,14,43,4,29
123009,2000,33,25,8,0,0,1,7,5,0,0,2,1,11,6,0,0,5,23,0,30
123009,2001,44,42,5,1,0,1,10,1,0,0,0,1,9,3,0,0,3,33,1,31
123009,2002,20,19,2,0,0,1,8,1,0,0,0,0,5,3,0,0,3,7,0,32
123009,2004,6,5,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,8,0,34
123109,1992,9,8,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,5,0,24
123109,1993,106,98,20,5,0,1,27,5,0,1,2,0,28,12,0,0,7,92,0,25
123109,1995,35,34,8,1,1,0,7,1,0,0,0,0,11,4,0,0,4,34,1,27
123109,1996,22,22,2,0,0,0,6,0,0,0,0,0,2,0,0,0,2,14,0,28
123109,1998,57,50,9,1,2,2,19,3,0,0,4,0,20,13,0,0,4,35,0,30
123117,1994,41,39,7,0,0,0,5,1,0,0,0,1,7,4,1,1,4,17,0,23
123117,1995,211,190,55,6,2,2,27,16,1,1,1,3,71,13,7,5,31,63,1,24
123117,1996,124,114,25,3,0,0,18,7,0,0,0,3,28,6,5,1,14,98,2,25
123117,1997,74,69,12,3,1,0,9,4,0,0,1,0,17,9,0,0,12,42,2,26
123117,1998,13,11,2,0,0,1,3,2,0,0,0,0,5,1,0,1,2,8,0,27
123147,1993,13,12,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,36,0,22
123147,1994,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23
123176,1996,34,29,3,0,0,0,15,1,0,0,0,4,3,1,0,0,1,25,0,22
123176,1997,10,9,2,0,0,0,6,1,0,0,0,0,2,0,0,0,0,10,0,23
123176,1998,76,70,6,2,2,0,32,2,0,0,2,2,12,4,0,0,4,82,4,24
123176,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,25
123176,2000,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,0,26
123176,2001,25,21,2,0,0,0,8,2,0,0,0,2,2,0,0,0,2,24,1,27
123176,2003,15,14,4,3,0,0,4,0,0,0,0,1,7,0,0,0,1,8,0,29
123176,2004,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,0,30
123176,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,31
123415,1993,16,13,3,0,0,0,4,0,0,0,0,3,3,0,0,0,0,8,1,21
123415,1994,29,26,4,0,0,0,12,0,0,0,0,3,4,0,0,0,2,16,0,22
123415,1995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23
123415,1997,6,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,25
123415,2002,13,13,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,5,0,30
123415,2003,41,32,2,0,1,0,16,2,0,1,0,6,4,1,0,0,3,43,1,31
123415,2004,2,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,84,0,32
123415,2005,4,4,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,78,0,33
123415,2006,5,5,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,94,0,34
123415,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,35
123415,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,36
123597,1996,9,8,1,1,0,0,5,1,0,0,0,0,2,1,0,0,2,9,0,23
123597,1998,24,23,5,1,1,0,3,1,0,0,0,0,8,2,0,1,1,14,1,25
123597,2000,60,54,15,5,0,1,7,6,0,0,0,0,23,5,0,0,4,30,0,27
123601,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,31
123699,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23
123699,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,24
124163,1993,52,49,11,3,0,2,12,2,1,1,0,0,20,4,2,0,6,17,1,23
124163,1995,48,48,9,2,0,0,7,0,0,0,0,0,11,2,1,0,3,39,1,25
124163,1998,38,38,2,0,0,2,18,0,0,0,0,0,8,4,0,0,2,40,0,28
124305,1986,7,7,1,0,0,0,3,0,0,0,0,0,1,1,0,0,2,5,0,21
124305,1987,75,64,11,4,0,1,19,9,0,1,1,0,18,4,0,0,9,22,2,22
124305,1988,23,21,4,0,0,0,3,0,0,1,0,1,4,1,0,0,3,10,1,23
124305,1989,229,201,55,8,0,3,31,18,3,4,3,3,72,10,1,2,25,66,4,24
124305,1990,47,42,12,3,0,3,6,5,2,0,0,0,24,4,0,1,5,14,1,25
124305,1994,196,175,58,11,1,11,26,15,1,3,1,2,104,42,0,1,32,49,10,29
124305,1995,325,296,77,11,1,12,47,23,0,4,2,0,126,48,0,0,35,97,21,30
124305,1996,237,215,43,5,0,6,50,18,0,2,1,0,66,26,0,2,22,77,8,31
124305,1997,222,192,46,10,0,6,50,22,4,4,2,2,74,24,2,0,24,76,4,32
124305,1998,31,28,4,0,0,0,6,2,0,0,1,0,4,3,0,0,1,17,1,33
124461,1997,3,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,7,0,30
124461,1998,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,31
124529,1991,28,25,3,0,0,0,11,2,0,0,0,1,3,1,0,0,0,10,0,24
124529,1992,67,58,12,2,0,1,15,6,0,1,0,2,17,3,0,0,5,24,4,25
124529,1993,32,26,5,1,0,0,3,3,1,0,0,3,6,3,0,0,4,13,0,26
124643,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,23
124643,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,24
124643,2000,2,1,1,0,0,1,0,0,0,0,0,1,4,1,0,0,1,43,0,25
124643,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,26
124643,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,27
124643,2003,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,0,28
124643,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,29
124643,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,30
124643,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,31
132241,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24
132241,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28
132241,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,32
132241,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,34
132940,1998,18,15,3,0,0,1,3,2,0,0,0,1,6,1,0,0,1,32,0,27
132940,1999,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,28
133224,1998,284,260,65,15,1,5,73,20,0,1,1,2,97,31,1,1,26,111,3,26
133224,1999,77,68,16,3,0,0,19,6,0,1,2,0,19,10,3,3,4,32,3,27
133224,2001,126,118,25,4,2,2,26,5,0,1,0,2,39,11,3,1,19,79,1,29
133224,2002,7,6,2,1,1,0,2,1,0,0,0,0,5,0,0,0,0,4,0,30
133320,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25
133741,1998,225,206,50,10,2,1,40,12,0,1,1,5,67,15,5,2,18,74,6,24
133741,1999,21,20,8,0,1,0,5,0,0,1,0,0,10,3,0,0,2,7,0,25
133741,2000,4,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,26
133741,2001,132,116,28,6,2,2,40,12,2,2,2,0,44,14,0,0,16,64,0,27
133741,2002,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,28
133741,2003,100,94,26,5,1,3,28,4,0,0,0,2,42,11,2,0,13,52,3,29
133741,2004,44,38,4,0,0,1,9,4,0,1,0,1,7,4,0,0,4,18,3,30
133960,1998,4,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,21,0,22
133960,2005,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,29
134000,1998,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25
134000,2002,20,18,3,0,0,0,6,0,0,0,0,2,3,2,0,0,0,12,0,29
134000,2004,8,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16,0,31
134000,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,32
134000,2006,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,33
135380,1999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,23
136721,1998,16,15,1,0,0,0,7,1,0,0,0,0,1,1,0,0,0,8,0,29
136723,1998,13,13,3,0,0,0,6,0,0,0,0,0,3,0,0,0,1,6,0,23
136723,1999,135,120,25,6,0,4,24,12,0,0,2,1,43,21,0,1,14,43,6,24
136723,2001,58,54,11,1,0,1,17,1,0,0,1,2,15,2,0,0,3,22,0,26
136730,1998,24,21,5,0,0,2,4,3,0,0,0,0,11,3,1,0,4,9,2,21
136730,1999,51,40,5,1,0,1,16,11,0,0,0,0,9,5,0,0,4,23,1,22
136730,2001,124,108,30,2,0,6,30,16,0,0,0,0,50,16,0,0,8,42,8,24
136730,2004,142,122,30,8,1,7,42,18,1,0,2,0,61,26,0,0,21,35,6,27
136730,2005,31,27,4,0,0,1,14,3,0,0,1,0,7,3,0,0,4,7,0,28
150001,2000,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,25
150001,2004,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,29
150001,2005,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,30
150003,2000,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,23
150003,2003,10,7,1,0,0,0,2,0,0,0,0,3,1,0,0,0,0,7,0,26
150084,2000,31,27,6,0,0,3,13,4,0,0,0,0,15,5,0,0,4,15,0,31
150086,2001,77,70,14,6,0,2,16,5,0,2,0,0,26,7,0,0,10,39,3,29
150086,2002,14,12,1,0,0,0,3,1,0,0,0,1,1,0,0,0,0,5,1,30
150161,2000,48,45,13,1,0,4,7,3,0,0,0,0,26,7,0,0,9,21,0,27
150161,2001,41,38,10,1,0,0,13,3,0,0,0,0,11,3,1,0,3,14,3,28
150161,2002,32,32,8,1,0,2,6,0,0,0,0,0,15,5,0,1,3,16,0,29
150208,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,24
150208,2006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,31
150242,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25
150242,2003,58,51,5,1,0,0,19,3,0,0,0,4,6,0,0,0,3,35,0,26
150242,2004,38,32,5,1,0,0,9,2,0,1,0,3,6,1,1,0,2,26,1,27
150242,2005,34,29,3,1,0,0,11,3,0,0,0,2,4,4,0,0,2,14,0,28
150242,2006,44,38,4,0,0,0,12,2,0,0,0,4,4,0,0,0,0,72,2,29
150281,1999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,24
150281,2000,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,25
150281,2005,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,30
150284,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,26
150284,2008,4,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,32
150288,1999,127,122,29,9,1,5,28,4,0,1,0,0,55,18,3,0,16,32,2,21
150288,2000,222,206,60,11,0,7,34,10,1,5,0,1,92,19,6,0,32,52,5,22
150288,2001,147,129,32,5,2,1,28,9,0,6,2,1,44,13,1,0,18,40,4,23
150288,2002,94,86,22,6,0,2,20,6,0,2,0,0,34,7,0,0,11,46,1,24
150288,2003,224,207,50,9,0,3,53,12,1,3,2,0,68,18,0,0,16,74,4,25
150288,2004,274,252,52,8,6,6,52,16,2,6,0,0,90,28,2,2,26,102,6,26
150295,1999,30,28,6,0,0,0,6,2,0,0,0,0,6,6,0,0,0,28,0,24
150295,2006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,31
150295,2007,13,11,1,0,0,0,4,0,0,0,0,2,1,1,0,0,0,30,0,32
150295,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,33
150362,1999,27,24,6,0,1,2,11,3,0,0,0,0,14,2,0,0,6,10,0,24
150403,1999,25,24,5,2,0,0,7,1,0,0,0,0,7,1,0,0,0,8,1,24
150403,2001,27,25,2,1,0,0,10,2,0,0,0,0,3,0,0,1,1,13,0,26
150474,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,24
150474,2002,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,0,25
150474,2004,7,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,27
150474,2005,26,20,2,0,0,0,9,2,0,1,0,3,2,1,0,0,3,15,0,28
150474,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,30
150474,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,31
209068,1999,3,3,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,0,24
209068,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,28
212297,1982,32,29,8,1,0,0,4,2,1,0,0,1,9,3,0,2,3,16,1,23
212297,1983,598,560,153,24,8,8,50,27,1,2,6,3,217,80,32,12,68,149,21,24
212297,1984,718,658,188,22,5,3,68,43,1,6,10,1,229,79,19,10,82,160,21,25
212297,1985,703,636,183,33,4,6,74,54,2,4,9,0,242,90,13,9,97,160,26,26
