key_mlbam,season,PA,AB,H,2B,3B,HR,SO,BB,IBB,HBP,SF,SH,TB,RBI,SB,CS,R,G,GIDP,age
212297,1986,636,599,183,30,5,10,66,32,1,0,5,0,253,74,10,7,80,149,28,27
212297,1987,560,495,158,24,3,8,56,57,2,3,5,0,212,52,32,9,86,128,23,28
212297,1988,676,613,186,23,6,10,72,56,4,2,4,1,251,54,25,11,88,152,17,29
212297,1989,621,548,173,31,5,13,69,66,11,1,6,0,253,92,21,3,80,150,27,30
212297,1990,670,582,172,27,1,11,83,82,3,2,2,2,234,69,31,10,96,157,12,31
212297,1991,659,589,201,27,3,15,78,65,8,3,2,0,279,78,36,9,108,146,13,32
212297,1992,123,107,25,7,0,2,17,15,2,0,0,1,38,8,1,1,19,35,3,33
212297,1993,607,532,154,31,3,14,95,62,4,1,7,5,233,84,9,3,85,144,16,34
212297,1994,505,433,138,19,2,20,75,62,4,5,5,0,221,98,8,1,72,112,14,35
212297,1996,499,432,139,20,1,14,82,61,2,3,3,0,203,76,8,8,72,112,14,37
212297,1997,1010,860,232,32,2,14,232,138,8,2,8,2,310,88,30,12,136,240,34,38
212297,1999,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,40
212297,2001,101,90,27,4,0,3,20,10,1,1,0,0,40,11,0,0,13,25,3,42
212297,2002,383,338,96,13,1,6,75,39,3,1,3,2,129,30,5,1,51,125,13,43
212297,2003,223,197,58,12,2,5,43,25,5,0,1,0,89,31,0,1,28,103,8,44
212297,2004,361,320,99,18,3,6,68,36,4,1,3,1,141,57,4,2,37,125,10,45
212297,2005,265,233,64,12,1,9,57,27,1,1,3,1,105,42,4,0,30,108,10,46
212297,2006,179,165,45,10,0,2,49,13,2,1,0,0,61,26,6,1,14,95,11,47
212297,2007,212,180,40,6,0,2,46,28,2,0,4,0,52,32,4,2,16,110,4,48
216194,1999,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24
216194,2000,8,7,1,0,0,0,2,0,0,0,0,1,1,0,0,0,1,7,0,25
216194,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,26
218294,1999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20
218294,2000,4,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,61,0,21
218294,2001,6,6,1,0,0,0,2,0,0,0,0,0,1,2,0,0,0,78,0,22
218294,2002,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72,0,23
218294,2003,44,40,8,2,0,0,4,0,0,0,0,4,10,2,0,0,0,112,0,24
218294,2005,45,38,3,0,0,0,6,2,0,0,1,4,3,2,0,0,0,40,0,26
218294,2006,57,50,8,1,0,0,15,1,0,0,0,6,9,4,0,0,4,27,2,27
218294,2007,84,66,4,2,0,0,24,4,0,0,0,14,6,2,0,0,0,56,0,28
233694,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25
233694,2005,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,31
233694,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,32
234194,1999,11,9,2,0,0,0,3,2,0,0,0,0,2,1,0,0,1,7,1,21
234194,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22
234194,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,27
234194,2007,43,36,5,0,0,0,12,0,0,0,0,7,5,3,0,0,4,22,1,29
234194,2008,10,9,2,0,0,0,1,1,0,0,0,0,2,0,0,0,1,45,0,30
234194,2009,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,31
234194,2014,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,0,36
234194,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,37
235097,1999,5,5,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,5,0,24
235097,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25
235097,2001,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,35,0,26
235097,2002,17,16,1,0,0,0,6,1,0,0,0,0,1,0,0,0,0,43,0,27
235097,2003,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,65,0,28
237694,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,31
237694,2000,3,3,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,13,0,32
276373,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29
276373,2006,5,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,31
276373,2007,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,32
276512,2001,67,62,14,1,0,0,14,5,0,0,0,0,15,3,2,1,3,20,3,25
276512,2002,9,7,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0,26
276540,2000,41,40,4,0,0,0,19,0,0,0,0,1,4,2,0,0,2,21,1,30
276540,2001,29,26,5,0,0,0,8,1,0,0,0,2,5,3,0,0,1,15,0,31
276914,2008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,30
276914,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,32
279615,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,23
279615,2002,8,8,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,4,1,24
279615,2003,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,25
279615,2004,32,28,6,2,0,0,9,0,0,0,0,4,8,5,1,0,1,43,0,26
279615,2005,52,38,4,0,0,0,10,0,0,0,2,12,4,6,0,0,4,48,0,27
279615,2006,4,4,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,16,0,28
282327,2000,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,25
282327,2001,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,57,0,26
282327,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,27
282327,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,30
282327,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,32
285070,2005,6,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,8,0,29
285070,2006,6,6,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,6,0,30
319114,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,27
319114,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,28
330892,2001,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,29,0,24
346801,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23
346801,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,32
346867,2001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26
346867,2005,114,105,23,5,0,1,23,8,0,0,1,0,31,10,0,0,11,59,1,30
400062,2001,16,14,3,0,0,0,11,0,0,0,0,2,3,1,0,0,0,13,0,23
400062,2002,21,20,2,0,0,0,12,0,0,0,0,1,2,2,0,0,0,18,0,24
400062,2003,60,50,10,3,0,0,19,2,0,0,0,8,13,2,0,0,4,33,0,25
400062,2004,30,29,4,0,0,0,13,0,0,0,0,1,4,0,0,0,1,27,0,26
400062,2005,9,8,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,9,0,27
400062,2007,29,28,2,1,0,0,11,0,0,0,0,1,3,2,0,0,1,15,1,29
400062,2008,65,47,8,1,0,0,14,5,0,0,0,13,9,3,0,0,2,35,1,30
400062,2009,32,29,2,0,0,0,9,0,0,0,0,3,2,0,0,0,0,30,0,31
400113,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,26
400113,2006,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10,0,29
400113,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,31
400139,2001,5,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,8,0,22
400139,2010,13,13,1,0,1,0,5,0,0,0,0,0,3,1,0,0,0,5,0,31
400141,2003,67,61,6,0,1,0,12,0,0,0,0,6,8,2,0,0,3,29,1,23
400141,2004,22,21,2,0,0,0,5,0,0,0,0,1,2,1,0,0,0,11,0,24
400141,2005,77,73,16,3,0,0,17,1,0,0,0,3,19,2,0,0,4,34,2,25
400141,2006,28,24,3,0,0,0,2,1,0,0,0,3,3,0,0,0,2,14,0,26
400141,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,29
400292,2002,57,50,9,1,0,2,15,7,0,0,0,0,16,4,0,0,6,24,2,23
400292,2003,245,202,44,17,0,8,71,37,1,4,0,2,85,28,1,1,31,80,2,24
400292,2004,832,686,172,42,2,30,192,126,12,8,8,4,308,92,2,0,106,252,12,25
400292,2005,368,320,81,15,2,15,80,34,1,8,4,2,145,42,1,3,40,133,10,26
406733,2001,98,92,20,4,0,2,28,6,0,0,0,0,30,8,0,2,12,42,6,27
407400,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,25
407400,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,26
407400,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,27
407400,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,29
407400,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,31
407784,2002,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25
407784,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,26
407794,2002,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,21
407794,2003,7,5,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,44,0,22
407794,2004,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,23
407795,2002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
407795,2007,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,27
407808,2004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,23
407832,2004,46,43,10,1,0,1,5,2,0,0,0,1,14,4,1,2,8,19,1,26
407832,2005,296,278,56,14,2,0,52,16,0,0,0,2,74,18,4,4,18,102,4,27
407832,2007,80,74,16,2,1,0,12,4,0,1,1,0,20,7,1,0,12,41,0,29
407832,2009,95,86,22,3,2,0,10,8,0,1,0,0,29,7,0,1,11,41,6,31
407832,2010,363,333,86,16,3,4,43,21,7,2,0,7,120,35,7,0,37,111,20,32
407832,2011,300,273,68,14,4,1,41,18,3,0,2,7,93,30,3,3,39,99,13,33
407832,2012,208,194,40,4,0,0,36,8,0,0,1,5,44,15,3,1,15,77,4,34
407838,2007,13,11,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,7,1,29
408052,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,28
408052,2009,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,30
408227,2002,73,63,15,1,0,1,21,9,0,1,0,0,19,5,1,1,6,29,2,28
408227,2003,21,18,8,3,1,1,4,0,0,2,1,0,16,4,0,0,6,11,0,29
408227,2004,133,121,29,5,1,2,43,8,1,4,0,0,42,10,1,0,15,59,3,30
408249,2003,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,30
408249,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,33
408305,2004,185,173,52,20,1,2,44,9,0,2,1,0,80,17,0,0,25,50,5,22
408305,2005,631,598,171,40,1,28,83,19,1,6,7,0,297,117,1,0,73,150,24,23
408305,2006,448,413,103,18,2,14,91,26,2,3,6,0,167,62,1,1,40,107,16,24
408305,2007,266,230,58,18,0,2,52,24,0,6,6,0,82,26,0,0,24,104,12,25
408305,2008,685,628,174,41,0,29,111,40,6,10,7,0,302,95,6,2,92,155,15,26
408305,2009,643,585,169,42,0,16,81,47,4,6,5,0,259,100,3,1,67,149,15,27
408305,2010,1030,944,242,58,2,22,190,58,2,12,14,2,370,112,0,0,100,254,30,28
408305,2011,155,144,28,4,0,3,28,7,1,1,3,0,41,16,0,0,8,57,6,29
420673,2003,25,23,4,2,0,0,5,1,0,0,0,1,6,2,0,0,0,15,1,24
420673,2005,50,48,9,3,0,0,4,2,0,0,0,0,12,5,0,0,4,19,1,26
420673,2010,33,30,6,2,0,1,5,3,0,0,0,0,11,4,0,0,2,12,0,31
424465,2005,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,0,27
424465,2008,6,4,1,0,0,0,2,1,0,0,0,1,1,1,0,0,0,4,0,30
424668,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,26
424668,2006,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,0,28
424668,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29
424668,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,30
425286,2003,25,23,3,0,0,0,6,0,0,0,0,2,3,1,0,0,1,12,0,26
425286,2004,42,39,15,3,0,0,14,1,0,0,0,2,18,5,0,0,2,26,1,27
425286,2005,16,15,3,1,1,0,2,0,0,0,0,1,6,0,0,0,1,24,0,28
425286,2007,19,16,1,1,0,0,4,0,0,0,0,3,2,0,0,0,1,19,0,30
425510,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,26
425658,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,28
425658,2005,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,30
425658,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,33
425766,2006,111,102,29,6,5,4,10,8,1,1,0,0,57,18,1,0,20,48,8,22
425766,2007,375,344,114,18,4,15,48,28,5,1,2,0,185,67,0,1,41,96,6,23
425766,2008,651,595,172,35,6,13,85,45,6,3,7,1,258,90,7,4,66,161,25,24
425766,2009,652,576,162,25,2,13,68,70,10,0,4,1,230,90,7,3,73,158,16,25
425766,2010,648,588,157,41,2,10,95,52,9,4,4,0,232,88,10,5,67,161,14,26
425766,2011,582,531,153,30,1,12,67,42,7,1,5,3,221,65,4,0,56,158,8,27
425766,2012,930,868,216,40,0,12,102,56,14,0,4,2,292,82,0,6,74,288,42,28
425766,2013,598,549,164,33,0,13,77,44,6,0,4,1,236,75,3,1,54,158,16,29
425766,2014,651,600,174,27,0,9,80,41,2,4,6,0,228,69,4,0,59,155,21,30
425766,2015,388,361,101,16,0,4,34,23,5,1,3,0,129,32,2,4,25,104,10,31
425766,2016,366,343,91,16,1,9,37,16,3,5,1,1,136,34,0,0,30,100,11,32
425783,2005,21,18,1,0,0,0,4,3,0,0,0,0,1,1,0,0,1,10,0,22
425783,2006,358,314,88,24,6,6,100,36,4,4,2,2,142,44,10,6,46,98,6,23
425783,2007,20,17,5,0,0,0,5,2,1,0,1,0,5,5,0,1,5,6,0,24
425783,2008,370,317,98,28,3,14,78,44,4,5,4,0,174,66,4,3,68,94,5,25
425783,2009,685,583,175,38,6,20,151,78,5,17,7,0,285,86,21,2,87,156,9,26
425783,2010,646,550,165,31,2,22,118,83,11,11,2,0,266,90,22,7,81,144,11,27
425783,2011,358,313,81,11,3,8,78,36,3,6,3,0,122,36,12,5,37,85,7,28
425783,2012,686,598,169,43,2,16,150,73,0,14,1,0,264,67,21,7,88,155,10,29
425783,2013,712,569,162,34,2,21,133,112,5,26,2,3,263,54,20,11,107,154,3,30
425783,2014,529,455,110,19,1,13,131,58,3,12,4,0,170,40,3,4,58,123,9,31
425783,2015,653,555,153,32,3,22,147,76,1,15,5,2,257,82,4,2,94,149,7,32
425783,2016,210,178,43,7,0,7,46,25,1,7,0,0,71,17,6,3,27,48,1,33
425783,2017,636,544,142,20,1,22,134,77,1,7,5,3,230,78,12,3,96,149,18,34
425783,2018,665,560,148,30,1,21,156,92,2,10,2,1,243,62,6,1,83,146,11,35
425783,2019,660,563,149,31,2,24,165,78,3,18,1,0,256,61,15,1,93,151,6,36
425783,2020,127,110,26,3,0,5,33,13,1,2,2,0,44,15,6,2,13,33,1,37
429440,2003,5,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,9,0,20
429440,2004,15,13,2,0,0,0,2,0,0,1,0,1,2,0,0,0,0,10,0,21
429440,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
429440,2006,13,13,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,11,0,23
429440,2007,24,21,4,0,0,0,4,0,0,0,0,3,4,0,0,0,0,32,0,24
429440,2008,12,10,1,1,0,0,3,0,0,0,0,2,2,2,0,0,0,17,0,25
429440,2009,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26,0,26
429440,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28
429440,2012,12,9,1,0,0,0,5,2,0,0,0,1,1,1,0,0,0,6,0,29
429440,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30
429708,2005,66,57,8,2,1,0,13,7,0,0,2,0,12,4,0,1,3,24,2,21
429708,2006,178,164,37,15,1,5,38,13,0,1,0,0,69,23,0,0,20,50,3,22
429708,2007,60,57,11,4,0,1,9,2,0,1,0,0,18,8,0,0,3,20,0,23
429708,2008,257,235,52,11,1,3,52,14,0,1,0,7,74,17,1,2,21,80,5,24
429708,2009,175,155,36,6,1,6,30,14,1,1,4,1,62,25,0,0,20,47,5,25
429708,2010,188,170,39,7,2,5,35,17,0,0,1,0,65,19,0,3,18,81,2,26
429708,2014,16,16,3,0,0,1,3,0,0,0,0,0,6,3,0,0,1,6,0,30
429712,2007,194,177,38,9,3,2,43,14,0,0,1,2,59,20,8,1,26,87,0,22
429712,2008,93,83,20,2,1,1,29,7,0,2,1,0,27,10,3,0,9,43,3,23
429712,2009,281,252,67,10,3,9,58,24,1,0,3,2,110,29,1,3,38,101,6,24
429712,2010,308,288,79,15,5,5,52,13,0,1,3,3,119,31,5,2,39,82,10,25
429712,2011,175,164,36,8,1,0,32,10,0,0,0,1,46,7,3,2,15,85,0,26
429712,2013,31,29,4,1,0,0,13,2,0,0,0,0,5,2,1,2,5,27,0,28
429714,2006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25
429714,2007,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,26
429714,2008,5,5,1,0,0,0,3,0,0,0,0,0,1,1,0,0,0,35,0,27
429714,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,28
429714,2010,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,31,0,29
429715,2007,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,24
429715,2012,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,56,0,29
429715,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,30
429806,2004,53,51,15,3,0,3,15,1,0,1,0,0,27,8,0,0,8,15,3,22
429806,2005,313,280,72,17,3,12,82,30,7,1,2,0,131,38,6,2,41,89,13,23
429806,2006,11,11,2,1,0,0,5,0,0,0,0,0,3,2,0,0,0,6,0,24
429806,2007,108,104,25,4,0,9,33,1,0,2,1,0,56,25,0,0,13,37,4,25
429984,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,29
429984,2007,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,166,0,30
429984,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,31
429984,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,33
429984,2011,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0,34
430571,2005,39,37,10,3,0,2,8,1,0,0,1,0,19,10,0,0,5,22,0,27
430571,2006,12,12,3,0,0,0,5,0,0,0,0,0,3,1,0,0,1,8,0,28
430571,2007,5,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,29
430588,2006,23,16,2,0,0,0,8,2,0,0,0,5,2,1,0,0,0,40,0,23
430588,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,25
430588,2009,9,9,3,0,0,0,3,0,0,0,0,0,3,1,0,0,0,8,0,26
430588,2010,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,27
430597,2007,6,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,25
430597,2008,26,21,1,0,0,0,7,0,0,0,0,5,1,1,0,0,0,21,0,26
430597,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,27
430597,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,29
430638,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,24
430638,2005,8,7,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,23,0,25
430638,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,26
430638,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,29
430638,2012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32
430642,2004,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,23
430642,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,24
430642,2006,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,61,0,25
430642,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,26
430642,2008,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,27
430654,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,26
430654,2009,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,0,27
430654,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,28
430675,2007,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,0,26
430675,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27
430675,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,28
430675,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,32
430680,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,26
430680,2005,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,23,1,27
430680,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,28
430680,2009,28,22,2,1,0,0,8,1,0,0,0,5,3,1,0,0,1,11,0,31
430683,2004,8,7,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,7,0,21
430683,2006,3,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,23
430683,2007,41,32,5,1,0,0,13,3,0,0,0,6,6,2,0,0,2,26,0,24
430683,2008,12,9,4,1,0,0,3,0,0,0,0,3,5,1,0,0,1,12,0,25
430683,2012,24,17,1,0,0,0,10,1,0,0,0,6,1,0,0,0,1,13,0,29
430684,2005,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,28
430950,2011,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,32
430957,2010,28,27,5,1,0,0,12,1,0,0,0,0,6,5,0,0,1,12,0,28
430957,2011,9,9,1,0,0,0,6,0,0,0,0,0,1,0,0,0,1,8,0,29
430957,2014,34,30,5,1,0,2,10,4,0,0,0,0,12,3,0,0,3,10,1,32
430962,2005,5,4,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,3,0,24
430962,2006,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,25
430962,2007,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,0,26
430962,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,29
430968,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,35
430968,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,36
432928,2005,89,80,15,4,2,0,23,9,1,0,0,0,23,4,1,1,6,34,0,27
432928,2006,249,214,72,19,6,10,43,30,4,4,1,0,133,37,2,1,31,65,2,28
432928,2007,425,369,94,28,5,18,95,53,4,2,1,0,186,64,3,1,49,132,8,29
432928,2008,536,475,122,29,2,23,102,53,10,5,3,0,224,65,2,2,67,148,7,30
432928,2009,506,449,116,26,1,25,104,55,5,1,1,0,219,77,0,0,61,128,4,31
432928,2010,517,447,127,29,1,27,98,59,4,4,7,0,239,72,2,0,70,131,9,32
432928,2011,236,209,46,11,0,9,54,24,1,1,2,0,84,22,1,1,24,64,2,33
432928,2012,344,314,72,22,1,14,80,21,3,5,4,0,138,55,5,0,35,96,9,34
432928,2013,291,253,61,13,2,9,63,30,1,4,4,0,105,40,1,1,27,91,5,35
433657,2004,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,24
433657,2006,72,62,11,3,0,0,25,0,0,1,0,9,14,9,0,0,6,34,1,26
433657,2007,62,55,7,2,0,0,11,0,0,1,0,6,9,2,0,0,2,34,2,27
433657,2008,63,57,5,1,0,0,21,1,0,0,0,5,6,0,0,0,2,32,0,28
433657,2009,40,34,4,0,0,0,16,4,0,0,0,2,4,0,0,0,2,22,0,29
433657,2010,62,53,7,1,0,0,23,4,0,0,0,5,8,2,0,0,6,40,0,30
433657,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,31
434629,2007,5,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,7,0,23
434679,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,22
434679,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23
434679,2007,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24
434679,2010,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,27
434703,2005,25,20,4,1,0,0,8,5,0,0,0,0,5,0,0,0,2,19,0,28
434703,2007,12,10,1,1,0,0,4,1,0,1,0,0,2,1,0,0,0,12,1,30
434703,2008,24,21,3,0,0,1,5,2,0,0,1,0,6,3,0,0,1,21,1,31
434878,2005,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,67,0,22
434878,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,23
434878,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,24
434885,2005,35,30,3,1,0,0,18,3,0,0,0,2,4,1,0,0,1,35,0,25
434885,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,27
434939,2005,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24
434939,2006,209,185,54,12,0,7,37,14,0,7,3,0,87,45,0,0,28,50,5,25
434939,2007,541,484,140,29,1,21,94,34,1,20,3,0,234,61,0,1,62,138,12,26
434939,2008,563,495,135,21,1,14,86,45,1,15,8,0,200,90,0,0,61,141,10,27
434939,2009,800,708,190,26,2,26,100,58,2,26,4,4,298,102,0,0,78,236,16,28
